order_item_id,order_id,product_id,quantity,unit_price,discount_rate,tax_rate
OI000507,O000203,P0010,4,103.29,0.05,0.077
OI000508,O000203,P0053,3,24.85,0.0,0.077
OI000509,O000203,P0019,2,91.09,0.15,0.077
OI000510,O000204,P0119,4,113.19,0.0,0.06625
OI000511,O000204,P0034,2,43.6,0.0,0.06625
OI000512,O000205,P0018,3,43.48,0.0,0.0725
OI000513,O000205,P0091,1,100.06,0.0,0.0725
OI000514,O000205,P0085,5,127.87,0.0,0.0725
OI000515,O000205,P0050,5,12.72,0.15,0.0725
OI000516,O000206,P0195,5,35.06,0.15,0.0825
OI000517,O000206,P0125,5,85.89,0.0,0.0825
OI000518,O000206,P0111,4,58.99,0.2,0.0825
OI000519,O000206,P0196,4,118.0,0.2,0.0825
OI000520,O000207,P0146,4,55.97,0.05,0.029
OI000521,O000207,P0050,2,12.26,0.0,0.029
OI000522,O000207,P0107,2,112.09,0.05,0.029
OI000523,O000207,P0039,4,43.01,0.0,0.029
OI000524,O000208,P0162,5,12.94,0.2,0.1025
OI000525,O000208,P0171,5,49.21,0.05,0.1025
OI000526,O000208,P0084,5,133.68,0.0,0.1025
OI000527,O000209,P0143,2,9.53,0.0,0.029
OI000528,O000209,P0058,4,33.87,0.0,0.029
OI000529,O000210,P0015,4,15.65,0.1,0.07
OI000530,O000210,P0112,3,40.63,0.0,0.07
OI000531,O000210,P0104,4,26.19,0.1,0.07
OI000532,O000211,P0022,1,77.04,0.0,0.0
OI000533,O000212,P0174,3,59.13,0.0,0.0825
OI000534,O000212,P0176,1,35.87,0.05,0.0825
OI000535,O000212,P0180,3,90.75,0.15,0.0825
OI000536,O000213,P0036,5,19.55,0.0,0.029
OI000537,O000213,P0017,5,57.41,0.15,0.029
OI000538,O000213,P0119,2,108.63,0.0,0.029
OI000539,O000214,P0171,2,48.75,0.2,0.0815
OI000540,O000214,P0084,2,118.5,0.0,0.0815
OI000541,O000214,P0054,5,71.72,0.0,0.0815
OI000542,O000215,P0182,1,93.69,0.1,0.07
OI000543,O000215,P0054,2,65.98,0.0,0.07
OI000544,O000215,P0122,1,97.12,0.05,0.07
OI000545,O000216,P0169,2,66.86,0.0,0.0
OI000546,O000216,P0081,3,17.65,0.1,0.0
OI000547,O000216,P0193,3,21.88,0.0,0.0
OI000548,O000216,P0146,2,55.66,0.1,0.0
OI000549,O000217,P0055,3,121.23,0.2,0.07
OI000550,O000217,P0038,5,166.49,0.1,0.07
OI000551,O000218,P0122,4,98.41,0.15,0.0825
OI000552,O000219,P0062,1,85.51,0.05,0.08875
OI000553,O000219,P0102,5,17.82,0.15,0.08875
OI000554,O000219,P0001,4,25.49,0.2,0.08875
OI000555,O000219,P0111,3,63.25,0.2,0.08875
OI000556,O000220,P0166,1,106.5,0.2,0.0625
OI000557,O000220,P0063,3,22.08,0.05,0.0625
OI000558,O000220,P0123,3,101.05,0.1,0.0625
OI000559,O000221,P0017,3,65.95,0.0,0.0825
OI000560,O000221,P0200,4,14.84,0.15,0.0825
OI000561,O000222,P0091,2,91.1,0.0,0.1025
OI000562,O000223,P0123,3,94.72,0.1,0.06
OI000563,O000223,P0194,4,34.33,0.15,0.06
OI000564,O000224,P0165,1,132.24,0.0,0.07
OI000565,O000224,P0095,1,64.1,0.0,0.07
OI000566,O000224,P0051,3,123.79,0.1,0.07
OI000567,O000225,P0031,3,14.02,0.15,0.07
OI000568,O000225,P0160,4,44.42,0.0,0.07
OI000569,O000225,P0009,1,21.15,0.2,0.07
OI000570,O000226,P0020,3,117.23,0.0,0.089
OI000571,O000226,P0128,3,15.8,0.0,0.089
OI000572,O000226,P0079,5,197.76,0.0,0.089
OI000573,O000227,P0142,1,37.13,0.0,0.1025
OI000574,O000227,P0169,3,77.44,0.1,0.1025
OI000575,O000227,P0077,1,105.48,0.05,0.1025
OI000576,O000228,P0152,2,72.32,0.0,0.07
OI000577,O000228,P0144,2,75.37,0.15,0.07
OI000578,O000229,P0127,2,31.15,0.0,0.077
OI000579,O000229,P0141,5,114.5,0.0,0.077
OI000580,O000230,P0158,4,167.82,0.15,0.089
OI000581,O000230,P0032,1,12.62,0.0,0.089
OI000582,O000231,P0188,1,18.98,0.0,0.0825
OI000583,O000232,P0095,3,68.22,0.1,0.0
OI000584,O000233,P0013,4,41.53,0.0,0.07
OI000585,O000233,P0065,4,227.45,0.0,0.07
OI000586,O000233,P0001,4,25.91,0.05,0.07
OI000587,O000233,P0111,2,58.54,0.0,0.07
OI000588,O000234,P0100,2,210.66,0.0,0.06625
OI000589,O000234,P0070,1,181.46,0.2,0.06625
OI000590,O000234,P0042,4,75.35,0.15,0.06625
OI000591,O000234,P0123,5,104.76,0.0,0.06625
OI000592,O000235,P0194,5,38.75,0.15,0.0825
OI000593,O000235,P0172,5,66.06,0.2,0.0825
OI000594,O000236,P0065,2,231.24,0.2,0.0625
OI000595,O000236,P0179,5,30.72,0.05,0.0625
OI000596,O000236,P0070,1,170.31,0.15,0.0625
OI000597,O000236,P0151,2,27.94,0.05,0.0625
OI000598,O000237,P0060,1,36.75,0.1,0.08875
OI000599,O000237,P0106,5,76.64,0.0,0.08875
OI000600,O000238,P0165,2,133.55,0.0,0.08875
OI000601,O000238,P0151,1,27.59,0.15,0.08875
OI000602,O000238,P0116,2,35.01,0.2,0.08875
OI000603,O000239,P0110,3,28.03,0.1,0.05125
OI000604,O000240,P0054,2,65.44,0.0,0.07
OI000605,O000240,P0051,4,115.6,0.0,0.07
OI000606,O000241,P0009,4,18.52,0.0,0.06
OI000607,O000241,P0137,2,5.16,0.1,0.06
OI000608,O000241,P0045,1,45.3,0.2,0.06
OI000609,O000242,P0188,1,17.54,0.05,0.06625
OI000610,O000242,P0198,4,49.17,0.1,0.06625
OI000611,O000243,P0133,2,87.19,0.0,0.05125
OI000612,O000244,P0046,4,26.01,0.0,0.0725
OI000613,O000244,P0012,2,52.49,0.0,0.0725
OI000614,O000245,P0008,1,146.76,0.2,0.06625
OI000615,O000245,P0009,1,20.91,0.2,0.06625
OI000616,O000245,P0196,1,106.21,0.0,0.06625
OI000617,O000246,P0098,5,144.66,0.05,0.08875
OI000618,O000246,P0173,3,31.45,0.15,0.08875
OI000619,O000246,P0030,2,45.53,0.15,0.08875
OI000620,O000247,P0121,4,47.37,0.15,0.077
OI000621,O000247,P0011,1,80.38,0.05,0.077
OI000622,O000247,P0130,2,28.06,0.2,0.077
OI000623,O000247,P0112,3,35.47,0.2,0.077
OI000624,O000248,P0094,3,9.49,0.15,0.077
OI000625,O000249,P0198,5,49.22,0.15,0.0725
OI000626,O000250,P0067,3,252.38,0.2,0.0825
OI000627,O000251,P0103,3,12.58,0.2,0.0815
OI000628,O000252,P0095,5,62.68,0.0,0.07
OI000629,O000252,P0185,3,17.37,0.05,0.07
OI000630,O000253,P0194,2,36.09,0.0,0.0815
OI000631,O000253,P0075,3,57.19,0.2,0.0815
OI000632,O000253,P0011,2,84.45,0.2,0.0815
OI000633,O000254,P0071,2,95.61,0.2,0.0825
OI000634,O000254,P0085,1,136.45,0.05,0.0825
OI000635,O000255,P0102,2,17.8,0.0,0.1025
OI000636,O000256,P0127,2,33.0,0.05,0.07
OI000637,O000256,P0056,2,18.62,0.1,0.07
OI000638,O000257,P0003,2,15.26,0.0,0.077
OI000639,O000258,P0063,4,22.69,0.2,0.0825
OI000640,O000259,P0155,5,14.33,0.15,0.07
OI000641,O000259,P0019,3,86.08,0.05,0.07
OI000642,O000259,P0032,2,12.26,0.15,0.07
OI000643,O000260,P0024,3,125.05,0.2,0.06625
OI000644,O000261,P0191,1,50.72,0.0,0.07
OI000645,O000261,P0012,4,52.31,0.0,0.07
OI000646,O000261,P0133,1,92.8,0.0,0.07
OI000647,O000261,P0178,5,15.34,0.05,0.07
OI000648,O000262,P0088,4,49.92,0.0,0.0825
OI000649,O000262,P0092,1,91.14,0.1,0.0825
OI000650,O000262,P0014,5,20.38,0.0,0.0825
OI000651,O000263,P0158,1,163.56,0.05,0.08
OI000652,O000263,P0186,4,51.31,0.0,0.08
OI000653,O000263,P0032,5,13.47,0.15,0.08
OI000654,O000264,P0197,3,23.05,0.2,0.0815
OI000655,O000264,P0160,5,47.85,0.2,0.0815
OI000656,O000264,P0147,4,46.4,0.15,0.0815
OI000657,O000264,P0097,3,144.84,0.05,0.0815
OI000658,O000265,P0048,2,171.73,0.0,0.0625
OI000659,O000266,P0165,4,135.39,0.0,0.06625
OI000660,O000267,P0089,4,65.39,0.0,0.08875
OI000661,O000268,P0147,1,53.02,0.0,0.08
OI000662,O000268,P0097,1,155.08,0.1,0.08
OI000663,O000268,P0089,1,63.26,0.2,0.08
OI000664,O000268,P0105,2,172.6,0.15,0.08
OI000665,O000269,P0008,2,139.98,0.0,0.029
OI000666,O000270,P0020,2,124.98,0.05,0.0825
OI000667,O000270,P0021,1,48.63,0.0,0.0825
OI000668,O000271,P0165,1,148.1,0.0,0.06
OI000669,O000271,P0106,3,68.4,0.1,0.06
OI000670,O000271,P0161,4,98.88,0.05,0.06
OI000671,O000271,P0037,4,128.34,0.2,0.06
OI000672,O000272,P0191,4,55.99,0.1,0.08
OI000673,O000273,P0052,2,31.49,0.0,0.0725
OI000674,O000273,P0117,3,96.45,0.0,0.0725
OI000675,O000274,P0029,2,17.67,0.2,0.0825
OI000676,O000274,P0057,3,166.56,0.1,0.0825
OI000677,O000274,P0193,5,23.46,0.05,0.0825
OI000678,O000274,P0109,4,71.47,0.0,0.0825
OI000679,O000275,P0111,3,58.55,0.0,0.0815
OI000680,O000276,P0042,1,81.42,0.15,0.077
OI000681,O000277,P0139,1,19.91,0.0,0.06625
OI000682,O000277,P0063,5,23.99,0.05,0.06625
OI000683,O000278,P0128,2,17.6,0.0,0.0825
OI000684,O000278,P0061,3,22.23,0.1,0.0825
OI000685,O000278,P0104,5,23.28,0.2,0.0825
OI000686,O000278,P0133,2,82.22,0.2,0.0825
OI000687,O000279,P0188,5,18.89,0.0,0.0825
OI000688,O000279,P0019,1,98.91,0.0,0.0825
OI000689,O000280,P0160,5,48.65,0.0,0.0725
OI000690,O000280,P0156,2,45.29,0.0,0.0725
OI000691,O000280,P0139,3,19.76,0.15,0.0725
OI000692,O000280,P0074,2,30.63,0.15,0.0725
OI000693,O000281,P0193,4,21.67,0.0,0.029
OI000694,O000281,P0010,2,111.93,0.1,0.029
OI000695,O000281,P0178,4,14.2,0.0,0.029
OI000696,O000281,P0168,5,72.63,0.2,0.029
OI000697,O000282,P0130,2,27.8,0.15,0.07
OI000698,O000282,P0128,2,16.62,0.2,0.07
OI000699,O000282,P0184,1,34.67,0.15,0.07
OI000700,O000282,P0040,3,76.93,0.0,0.07
OI000701,O000283,P0146,1,52.6,0.15,0.0815
OI000702,O000283,P0010,2,109.96,0.05,0.0815
OI000703,O000283,P0008,3,135.26,0.0,0.0815
OI000704,O000283,P0173,5,32.69,0.15,0.0815
OI000705,O000284,P0088,4,47.17,0.0,0.07
OI000706,O000285,P0043,5,25.2,0.2,0.07
OI000707,O000285,P0148,2,156.45,0.15,0.07
OI000708,O000285,P0044,3,95.07,0.15,0.07
OI000709,O000285,P0104,1,24.93,0.1,0.07
OI000710,O000286,P0067,2,227.73,0.15,0.0
OI000711,O000286,P0058,1,33.73,0.15,0.0
OI000712,O000286,P0002,5,54.9,0.0,0.0
OI000713,O000287,P0023,4,101.4,0.05,0.1025
OI000714,O000287,P0084,2,119.94,0.2,0.1025
OI000715,O000287,P0076,2,69.9,0.0,0.1025
OI000716,O000288,P0073,1,8.04,0.05,0.1025
OI000717,O000289,P0143,4,8.35,0.05,0.07
OI000718,O000289,P0199,5,20.28,0.1,0.07
OI000719,O000289,P0110,5,25.97,0.05,0.07
OI000720,O000290,P0183,2,112.89,0.05,0.089
OI000721,O000290,P0158,1,187.74,0.2,0.089
OI000722,O000290,P0074,3,27.58,0.0,0.089
OI000723,O000291,P0163,5,56.33,0.2,0.08875
OI000724,O000291,P0109,1,73.45,0.05,0.08875
OI000725,O000292,P0185,2,16.82,0.0,0.07
OI000726,O000292,P0075,3,61.94,0.2,0.07
OI000727,O000292,P0165,2,152.42,0.05,0.07
OI000728,O000292,P0106,2,76.12,0.0,0.07
OI000729,O000293,P0097,1,163.03,0.15,0.08875
OI000730,O000294,P0046,4,25.3,0.2,0.07
OI000731,O000294,P0047,3,73.33,0.05,0.07
OI000732,O000294,P0090,4,213.63,0.0,0.07
OI000733,O000294,P0123,5,109.68,0.05,0.07
OI000734,O000295,P0045,2,43.57,0.2,0.06
OI000735,O000295,P0017,2,65.56,0.2,0.06
OI000736,O000295,P0118,5,25.02,0.0,0.06
OI000737,O000295,P0176,3,35.97,0.0,0.06
OI000738,O000296,P0061,2,20.43,0.0,0.0
OI000739,O000296,P0142,3,35.78,0.2,0.0
OI000740,O000296,P0141,2,116.68,0.15,0.0
OI000741,O000297,P0067,4,239.18,0.2,0.029
OI000742,O000297,P0065,1,214.99,0.1,0.029
OI000743,O000297,P0148,5,168.81,0.15,0.029
OI000744,O000298,P0055,4,121.75,0.05,0.06625
OI000745,O000299,P0068,5,59.83,0.2,0.0725
OI000746,O000300,P0052,1,32.51,0.05,0.0725
OI000747,O000301,P0006,2,47.98,0.0,0.06
OI000748,O000302,P0022,4,68.76,0.0,0.0625
OI000749,O000302,P0054,1,69.1,0.2,0.0625
OI000750,O000302,P0176,2,35.82,0.2,0.0625
OI000751,O000302,P0152,4,76.39,0.2,0.0625
OI000752,O000303,P0064,2,89.84,0.15,0.0825
OI000753,O000303,P0051,2,119.58,0.05,0.0825
OI000754,O000303,P0160,2,46.21,0.2,0.0825
OI000755,O000303,P0192,2,35.43,0.2,0.0825
OI000756,O000304,P0003,3,17.24,0.0,0.0815
OI000757,O000304,P0148,5,154.99,0.0,0.0815
OI000758,O000304,P0171,1,51.72,0.15,0.0815
OI000759,O000305,P0005,4,222.26,0.05,0.05125
OI000760,O000305,P0199,2,20.01,0.05,0.05125
OI000761,O000305,P0025,5,52.75,0.05,0.05125
OI000762,O000305,P0059,4,132.12,0.0,0.05125
OI000763,O000306,P0060,1,36.51,0.15,0.089
OI000764,O000306,P0143,1,8.9,0.2,0.089
OI000765,O000306,P0127,1,33.14,0.15,0.089
OI000766,O000306,P0072,1,51.22,0.0,0.089
OI000767,O000307,P0158,3,186.07,0.1,0.029
OI000768,O000308,P0073,2,8.34,0.0,0.05125
OI000769,O000308,P0109,2,80.18,0.05,0.05125
OI000770,O000308,P0045,4,45.3,0.0,0.05125
OI000771,O000309,P0126,2,9.59,0.0,0.0825
OI000772,O000310,P0116,4,39.04,0.05,0.06625
OI000773,O000310,P0027,1,47.56,0.05,0.06625
OI000774,O000310,P0064,3,104.33,0.05,0.06625
OI000775,O000310,P0014,4,19.28,0.1,0.06625
OI000776,O000311,P0031,1,14.22,0.2,0.089
OI000777,O000311,P0144,2,74.88,0.0,0.089
OI000778,O000312,P0005,4,233.47,0.0,0.1025
OI000779,O000312,P0009,3,21.23,0.2,0.1025
OI000780,O000312,P0015,5,15.31,0.0,0.1025
OI000781,O000312,P0069,1,70.17,0.15,0.1025
OI000782,O000313,P0147,2,50.99,0.2,0.1025
OI000783,O000313,P0001,1,26.82,0.0,0.1025
OI000784,O000313,P0081,1,17.19,0.15,0.1025
OI000785,O000314,P0098,3,132.37,0.1,0.05125
OI000786,O000314,P0155,1,13.23,0.1,0.05125
OI000787,O000314,P0143,3,9.63,0.1,0.05125
OI000788,O000314,P0192,4,36.09,0.0,0.05125
OI000789,O000315,P0043,2,24.37,0.1,0.08875
OI000790,O000315,P0111,1,60.79,0.15,0.08875
OI000791,O000315,P0170,2,121.51,0.1,0.08875
OI000792,O000316,P0038,1,179.13,0.15,0.05125
OI000793,O000316,P0029,5,17.14,0.05,0.05125
OI000794,O000316,P0022,5,68.03,0.0,0.05125
OI000795,O000316,P0114,5,64.58,0.05,0.05125
OI000796,O000317,P0016,3,189.21,0.1,0.077
OI000797,O000317,P0007,4,40.64,0.2,0.077
OI000798,O000318,P0173,5,34.17,0.15,0.1025
OI000799,O000318,P0152,2,77.05,0.1,0.1025
OI000800,O000318,P0070,4,178.22,0.0,0.1025
OI000801,O000318,P0043,5,25.76,0.2,0.1025
OI000802,O000319,P0086,4,200.44,0.1,0.06
OI000803,O000319,P0186,5,52.16,0.2,0.06
OI000804,O000320,P0007,3,39.51,0.1,0.07
OI000805,O000320,P0069,1,71.41,0.05,0.07
OI000806,O000320,P0116,1,37.07,0.0,0.07
OI000807,O000320,P0131,3,12.55,0.0,0.07
OI000808,O000321,P0112,2,40.92,0.1,0.0815
OI000809,O000322,P0092,5,93.4,0.0,0.0825
OI000810,O000322,P0170,2,134.15,0.0,0.0825
OI000811,O000323,P0043,3,28.08,0.05,0.077
OI000812,O000324,P0103,4,13.95,0.2,0.0625
OI000813,O000324,P0017,1,64.06,0.0,0.0625
OI000814,O000324,P0121,3,52.03,0.15,0.0625
OI000815,O000324,P0194,5,37.43,0.15,0.0625
OI000816,O000325,P0058,3,32.43,0.1,0.1025
OI000817,O000326,P0146,3,54.13,0.05,0.0725
OI000818,O000326,P0080,3,42.62,0.0,0.0725
OI000819,O000326,P0177,1,51.82,0.0,0.0725
OI000820,O000326,P0024,5,120.29,0.0,0.0725
OI000821,O000327,P0059,5,137.15,0.15,0.07
OI000822,O000328,P0153,5,67.57,0.0,0.0825
OI000823,O000329,P0112,1,39.92,0.05,0.089
OI000824,O000329,P0068,3,59.21,0.05,0.089
OI000825,O000329,P0042,4,79.92,0.05,0.089
OI000826,O000330,P0098,4,137.67,0.05,0.07
OI000827,O000330,P0034,1,38.43,0.2,0.07
OI000828,O000330,P0163,3,55.16,0.05,0.07
OI000829,O000330,P0048,2,189.65,0.0,0.07
OI000830,O000331,P0110,4,25.42,0.0,0.08
OI000831,O000331,P0123,3,104.29,0.1,0.08
OI000832,O000331,P0178,1,13.53,0.0,0.08
OI000833,O000331,P0169,3,75.01,0.0,0.08
OI000834,O000332,P0051,2,122.42,0.05,0.0815
OI000835,O000332,P0021,4,56.03,0.0,0.0815
OI000836,O000333,P0187,2,20.83,0.15,0.06
OI000837,O000333,P0029,3,16.07,0.1,0.06
OI000838,O000334,P0068,3,56.37,0.2,0.07
OI000839,O000334,P0132,2,240.12,0.05,0.07
OI000840,O000334,P0045,3,42.46,0.2,0.07
OI000841,O000335,P0116,4,40.18,0.1,0.07
OI000842,O000336,P0122,3,95.25,0.2,0.0725
OI000843,O000337,P0069,2,73.57,0.0,0.07
OI000844,O000337,P0160,3,42.35,0.2,0.07
OI000845,O000338,P0066,3,19.79,0.0,0.089
OI000846,O000338,P0172,5,59.01,0.15,0.089
OI000847,O000338,P0093,3,48.81,0.1,0.089
OI000848,O000339,P0138,5,166.82,0.1,0.0825
OI000849,O000339,P0189,5,40.77,0.0,0.0825
OI000850,O000339,P0099,5,80.32,0.05,0.0825
OI000851,O000340,P0182,2,101.97,0.15,0.0825
OI000852,O000340,P0065,2,229.92,0.0,0.0825
OI000853,O000340,P0045,5,43.84,0.15,0.0825
OI000854,O000340,P0069,1,71.39,0.0,0.0825
OI000855,O000341,P0043,1,24.45,0.0,0.077
OI000856,O000341,P0038,2,163.79,0.0,0.077
OI000857,O000342,P0032,3,12.17,0.1,0.0725
OI000858,O000342,P0003,3,14.89,0.2,0.0725
OI000859,O000342,P0141,5,107.76,0.05,0.0725
OI000860,O000342,P0022,1,74.6,0.0,0.0725
OI000861,O000343,P0193,3,24.37,0.05,0.0625
OI000862,O000343,P0104,3,26.48,0.15,0.0625
OI000863,O000343,P0047,4,71.88,0.0,0.0625
OI000864,O000343,P0001,3,25.51,0.2,0.0625
OI000865,O000344,P0073,4,8.75,0.0,0.029
OI000866,O000344,P0001,4,28.13,0.15,0.029
OI000867,O000345,P0108,5,33.98,0.15,0.07
OI000868,O000345,P0141,5,112.67,0.1,0.07
OI000869,O000345,P0052,2,33.11,0.1,0.07
OI000870,O000345,P0076,1,71.75,0.15,0.07
OI000871,O000346,P0095,5,62.66,0.05,0.07
OI000872,O000347,P0117,5,99.62,0.0,0.08
OI000873,O000347,P0162,4,12.63,0.0,0.08
OI000874,O000347,P0134,5,37.95,0.15,0.08
OI000875,O000348,P0125,4,87.21,0.0,0.029
OI000876,O000348,P0076,1,71.91,0.2,0.029
OI000877,O000349,P0132,4,222.84,0.2,0.06
OI000878,O000349,P0151,3,27.23,0.05,0.06
OI000879,O000349,P0020,3,126.93,0.0,0.06
OI000880,O000350,P0094,1,9.33,0.0,0.08
OI000881,O000350,P0128,1,15.48,0.1,0.08
OI000882,O000351,P0046,5,25.33,0.2,0.0625
OI000883,O000351,P0129,3,64.53,0.0,0.0625
OI000884,O000351,P0042,4,77.02,0.15,0.0625
OI000885,O000351,P0144,2,69.63,0.05,0.0625
OI000886,O000352,P0002,1,61.61,0.15,0.0725
OI000887,O000352,P0124,1,140.08,0.15,0.0725
OI000888,O000352,P0017,1,62.46,0.1,0.0725
OI000889,O000353,P0009,4,18.4,0.1,0.0825
OI000890,O000354,P0106,2,75.16,0.1,0.029
OI000891,O000354,P0152,3,72.93,0.05,0.029
OI000892,O000354,P0143,3,9.64,0.0,0.029
OI000893,O000354,P0147,4,52.33,0.0,0.029
OI000894,O000355,P0057,4,188.08,0.0,0.0
OI000895,O000355,P0176,3,37.52,0.15,0.0
OI000896,O000355,P0047,2,70.72,0.0,0.0
OI000897,O000355,P0018,4,40.93,0.1,0.0
OI000898,O000356,P0046,4,27.81,0.2,0.029
OI000899,O000356,P0082,3,14.58,0.0,0.029
OI000900,O000356,P0059,3,132.71,0.1,0.029
OI000901,O000357,P0041,1,126.69,0.15,0.0
OI000902,O000357,P0053,3,26.5,0.05,0.0
OI000903,O000357,P0145,1,21.07,0.2,0.0
OI000904,O000357,P0047,3,75.29,0.2,0.0
OI000905,O000358,P0037,3,142.3,0.2,0.077
OI000906,O000359,P0081,1,18.41,0.0,0.0815
OI000907,O000359,P0069,1,77.63,0.0,0.0815
OI000908,O000360,P0089,5,59.2,0.2,0.0
OI000909,O000360,P0168,5,67.85,0.1,0.0
OI000910,O000361,P0171,1,45.5,0.1,0.05125
OI000911,O000361,P0193,3,24.89,0.15,0.05125
OI000912,O000362,P0017,3,62.63,0.0,0.0825
OI000913,O000362,P0019,2,99.04,0.05,0.0825
OI000914,O000362,P0139,5,19.21,0.0,0.0825
OI000915,O000363,P0019,4,92.85,0.15,0.05125
OI000916,O000363,P0009,1,20.22,0.1,0.05125
OI000917,O000363,P0016,5,185.85,0.15,0.05125
OI000918,O000363,P0105,1,154.25,0.1,0.05125
OI000919,O000364,P0146,3,56.27,0.05,0.08
OI000920,O000364,P0074,2,27.56,0.1,0.08
OI000921,O000365,P0066,2,19.87,0.1,0.1025
OI000922,O000365,P0034,5,39.39,0.15,0.1025
OI000923,O000365,P0101,1,100.15,0.2,0.1025
OI000924,O000366,P0174,1,58.86,0.15,0.05125
OI000925,O000366,P0012,5,53.37,0.15,0.05125
OI000926,O000366,P0092,3,87.59,0.0,0.05125
OI000927,O000366,P0063,1,21.77,0.1,0.05125
OI000928,O000367,P0145,2,23.07,0.15,0.0725
OI000929,O000367,P0048,4,172.22,0.1,0.0725
OI000930,O000367,P0023,1,103.53,0.0,0.0725
OI000931,O000368,P0001,1,25.82,0.05,0.06625
OI000932,O000368,P0114,2,62.51,0.15,0.06625
OI000933,O000369,P0055,5,118.78,0.2,0.089
OI000934,O000369,P0138,5,175.08,0.15,0.089
OI000935,O000369,P0096,4,145.66,0.1,0.089
OI000936,O000369,P0086,2,211.93,0.0,0.089
OI000937,O000370,P0045,3,48.46,0.2,0.0815
OI000938,O000370,P0131,1,13.37,0.0,0.0815
OI000939,O000370,P0071,2,99.56,0.1,0.0815
OI000940,O000370,P0085,2,122.17,0.0,0.0815
OI000941,O000371,P0168,2,74.36,0.15,0.1025
OI000942,O000371,P0055,1,109.65,0.05,0.1025
OI000943,O000371,P0188,5,18.74,0.0,0.1025
OI000944,O000372,P0128,1,15.96,0.2,0.08
OI000945,O000372,P0092,2,84.65,0.0,0.08
OI000946,O000372,P0033,5,20.95,0.05,0.08
OI000947,O000372,P0179,1,29.95,0.1,0.08
OI000948,O000373,P0034,1,42.21,0.2,0.0815
OI000949,O000373,P0197,5,20.45,0.2,0.0815
OI000950,O000374,P0064,3,90.31,0.1,0.0625
OI000951,O000374,P0190,4,11.67,0.15,0.0625
OI000952,O000374,P0139,1,19.77,0.0,0.0625
OI000953,O000375,P0099,2,89.16,0.0,0.0815
OI000954,O000376,P0176,5,39.54,0.2,0.06625
OI000955,O000376,P0079,4,189.7,0.05,0.06625
OI000956,O000377,P0026,5,48.27,0.2,0.0725
OI000957,O000377,P0174,1,57.91,0.1,0.0725
OI000958,O000378,P0185,4,17.41,0.0,0.0625
OI000959,O000378,P0073,3,8.92,0.05,0.0625
OI000960,O000379,P0008,3,148.64,0.2,0.07
OI000961,O000379,P0096,4,150.77,0.15,0.07
OI000962,O000379,P0185,3,16.18,0.1,0.07
OI000963,O000379,P0069,4,76.66,0.2,0.07
OI000964,O000380,P0101,5,102.49,0.1,0.089
OI000965,O000380,P0099,1,85.43,0.05,0.089
OI000966,O000380,P0187,2,20.92,0.05,0.089
OI000967,O000381,P0096,4,136.88,0.1,0.06
OI000968,O000381,P0148,2,150.53,0.0,0.06
OI000969,O000381,P0098,1,140.31,0.05,0.06
OI000970,O000382,P0107,3,110.69,0.05,0.0725
OI000971,O000382,P0030,2,46.38,0.0,0.0725
OI000972,O000383,P0043,1,25.81,0.15,0.0825
OI000973,O000383,P0037,4,126.82,0.15,0.0825
OI000974,O000383,P0031,3,14.19,0.0,0.0825
OI000975,O000384,P0166,1,117.28,0.1,0.07
OI000976,O000384,P0174,3,61.06,0.0,0.07
OI000977,O000385,P0166,1,121.53,0.2,0.0625
OI000978,O000386,P0017,2,59.61,0.2,0.08
OI000979,O000386,P0080,2,38.18,0.0,0.08
OI000980,O000387,P0090,5,236.85,0.0,0.0625
OI000981,O000387,P0182,1,97.32,0.0,0.0625
OI000982,O000387,P0040,5,77.47,0.1,0.0625
OI000983,O000388,P0059,5,138.59,0.0,0.08
OI000984,O000388,P0180,1,93.66,0.1,0.08
OI000985,O000388,P0158,2,182.55,0.0,0.08
OI000986,O000388,P0049,2,61.36,0.1,0.08
OI000987,O000389,P0196,5,119.38,0.0,0.06
OI000988,O000390,P0181,4,101.53,0.2,0.07
OI000989,O000390,P0023,4,115.51,0.05,0.07
OI000990,O000391,P0056,2,18.95,0.0,0.06625
OI000991,O000391,P0177,5,50.88,0.0,0.06625
OI000992,O000392,P0055,1,125.38,0.0,0.0815
OI000993,O000392,P0096,4,149.6,0.0,0.0815
OI000994,O000392,P0168,1,73.59,0.0,0.0815
OI000995,O000393,P0198,5,45.79,0.0,0.0
OI000996,O000393,P0032,1,12.24,0.1,0.0
OI000997,O000393,P0168,2,68.53,0.0,0.0
OI000998,O000394,P0065,2,242.4,0.2,0.1025
OI000999,O000394,P0146,1,54.38,0.1,0.1025
OI001000,O000394,P0019,3,85.54,0.15,0.1025
OI001001,O000395,P0048,1,186.41,0.0,0.05125
OI001002,O000395,P0016,3,178.04,0.0,0.05125
OI001003,O000395,P0123,1,95.4,0.2,0.05125
OI001004,O000396,P0104,4,23.57,0.0,0.0815
OI001005,O000396,P0010,4,105.11,0.1,0.0815
OI001006,O000396,P0145,2,21.2,0.15,0.0815
OI001007,O000396,P0134,2,33.79,0.2,0.0815
OI001008,O000397,P0052,1,34.41,0.1,0.0625
OI001009,O000397,P0030,2,41.45,0.15,0.0625
OI001010,O000397,P0155,5,14.33,0.0,0.0625
OI001011,O000398,P0073,1,8.0,0.1,0.1025
OI001012,O000398,P0123,4,100.72,0.05,0.1025
OI001013,O000398,P0002,4,58.88,0.05,0.1025
