payment_id,order_id,payment_date,payment_method,provider,transaction_id,amount,status
PMT000331,O000331,2024-02-14,BankTransfer,Braintree,TXN-000331,680.44,Paid
PMT000332,O000332,2024-05-12,BankTransfer,Braintree,TXN-000332,500.58,Paid
PMT000333,O000333,2024-03-10,Wallet,PayPal,TXN-000333,89.78,Paid
PMT000334,O000334,2024-05-22,BankTransfer,PayPal,TXN-000334,438.01,Refunded
PMT000335,O000335,2024-05-19,PayPal,PayPal,TXN-000335,160.66,Paid
PMT000336,O000336,2024-02-19,Card,Braintree,TXN-000336,250.72,Paid
PMT000337,O000337,2024-04-10,Card,Stripe,TXN-000337,272.61,Paid
PMT000338,O000338,2024-01-20,PayPal,Braintree,TXN-000338,488.42,Paid
PMT000339,O000339,2024-06-13,PayPal,Braintree,TXN-000339,1452.75,Paid
PMT000340,O000340,2024-03-01,Wallet,Stripe,TXN-000340,969.62,Paid
PMT000341,O000341,2024-05-12,Wallet,Braintree,TXN-000341,304.02,Refunded
PMT000342,O000342,2024-06-11,PayPal,Adyen,TXN-000342,133.52,Refunded
PMT000343,O000343,2024-01-02,Wallet,Braintree,TXN-000343,524.89,Paid
PMT000344,O000344,2024-04-06,Wallet,Stripe,TXN-000344,0.0,Pending
PMT000345,O000345,2024-01-06,Card,Braintree,TXN-000345,832.95,Paid
PMT000346,O000346,2024-06-14,Card,Braintree,TXN-000346,324.39,Paid
PMT000347,O000347,2024-01-24,PayPal,Stripe,TXN-000347,772.99,Paid
PMT000348,O000348,2024-04-28,BankTransfer,Stripe,TXN-000348,424.23,Paid
PMT000349,O000349,2024-02-16,BankTransfer,PayPal,TXN-000349,1251.24,Paid
PMT000350,O000350,2024-05-10,BankTransfer,Braintree,TXN-000350,30.7,Paid
PMT000351,O000351,2024-02-13,PayPal,Stripe,TXN-000351,739.96,Paid
PMT000352,O000352,2024-04-09,Card,PayPal,TXN-000352,58.2,Refunded
PMT000353,O000353,2024-04-23,Card,Stripe,TXN-000353,77.83,Paid
PMT000354,O000354,2024-03-24,PayPal,Braintree,TXN-000354,605.92,Paid
PMT000355,O000355,2024-03-09,Wallet,Stripe,TXN-000355,1144.82,Paid
PMT000356,O000356,2024-03-06,Card,Braintree,TXN-000356,505.29,Refunded
PMT000357,O000357,2024-06-07,Card,Adyen,TXN-000357,389.01,Paid
PMT000358,O000358,2024-04-28,Card,Adyen,TXN-000358,367.82,Refunded
PMT000359,O000359,2024-01-07,BankTransfer,PayPal,TXN-000359,110.27,Paid
PMT000360,O000360,2024-01-30,Wallet,Stripe,TXN-000360,547.79,Paid
PMT000361,O000361,2024-03-31,BankTransfer,Stripe,TXN-000361,115.33,Paid
PMT000362,O000362,2024-02-02,BankTransfer,PayPal,TXN-000362,0.0,Pending
PMT000363,O000363,2024-04-05,Wallet,PayPal,TXN-000363,1335.1,Paid
PMT000364,O000364,2024-06-24,Wallet,Adyen,TXN-000364,235.26,Paid
PMT000365,O000365,2024-01-03,PayPal,Adyen,TXN-000365,321.99,Paid
PMT000366,O000366,2024-01-10,PayPal,Stripe,TXN-000366,597.3,Paid
PMT000367,O000367,2024-05-26,PayPal,Stripe,TXN-000367,824.41,Paid
PMT000368,O000368,2024-03-08,PayPal,Stripe,TXN-000368,64.63,Refunded
PMT000369,O000369,2024-01-26,Card,Stripe,TXN-000369,2367.66,Paid
PMT000370,O000370,2024-05-22,BankTransfer,Adyen,TXN-000370,605.87,Paid
PMT000371,O000371,2024-03-05,PayPal,Stripe,TXN-000371,364.3,Paid
PMT000372,O000372,2024-06-29,Card,PayPal,TXN-000372,340.25,Paid
PMT000373,O000373,2024-04-03,Card,Braintree,TXN-000373,47.15,Refunded
PMT000374,O000374,2024-05-15,Wallet,Braintree,TXN-000374,329.4,Paid
PMT000375,O000375,2024-04-17,Wallet,PayPal,TXN-000375,197.72,Paid
PMT000376,O000376,2024-01-10,Wallet,Adyen,TXN-000376,656.08,Refunded
PMT000377,O000377,2024-06-16,Card,Braintree,TXN-000377,270.14,Paid
PMT000378,O000378,2024-02-27,PayPal,Adyen,TXN-000378,104.54,Paid
PMT000379,O000379,2024-06-29,BankTransfer,PayPal,TXN-000379,0.0,Pending
PMT000380,O000380,2024-03-04,Card,Stripe,TXN-000380,640.09,Paid
PMT000381,O000381,2024-03-29,BankTransfer,Stripe,TXN-000381,988.69,Paid
PMT000382,O000382,2024-03-10,Wallet,Adyen,TXN-000382,444.25,Paid
PMT000383,O000383,2024-05-17,BankTransfer,Adyen,TXN-000383,542.87,Paid
PMT000384,O000384,2024-06-24,Wallet,Braintree,TXN-000384,314.51,Paid
PMT000385,O000385,2024-02-20,PayPal,Braintree,TXN-000385,109.59,Paid
PMT000386,O000386,2024-01-07,PayPal,Stripe,TXN-000386,191.63,Paid
PMT000387,O000387,2024-01-11,BankTransfer,Adyen,TXN-000387,1739.49,Paid
PMT000388,O000388,2024-02-14,BankTransfer,Stripe,TXN-000388,1359.39,Paid
PMT000389,O000389,2024-05-11,Card,Stripe,TXN-000389,638.02,Paid
PMT000390,O000390,2024-05-22,BankTransfer,Braintree,TXN-000390,0.0,Pending
PMT000391,O000391,2024-03-24,BankTransfer,PayPal,TXN-000391,318.53,Paid
PMT000392,O000392,2024-04-02,BankTransfer,Braintree,TXN-000392,869.4,Paid
PMT000393,O000393,2024-05-04,BankTransfer,Braintree,TXN-000393,383.53,Paid
PMT000394,O000394,2024-03-22,BankTransfer,PayPal,TXN-000394,729.43,Paid
PMT000395,O000395,2024-02-24,PayPal,Stripe,TXN-000395,844.16,Paid
PMT000396,O000396,2024-04-21,Card,Braintree,TXN-000396,615.47,Paid
PMT000397,O000397,2024-03-02,PayPal,Stripe,TXN-000397,104.84,Refunded
PMT000398,O000398,2024-04-07,PayPal,Braintree,TXN-000398,610.3,Refunded
PMT000399,O000399,2024-06-29,Card,PayPal,TXN-000399,1492.07,Paid
PMT000400,O000400,2024-01-30,BankTransfer,Braintree,TXN-000400,510.96,Paid
PMT000401,O000401,2024-03-27,BankTransfer,PayPal,TXN-000401,0.0,Pending
PMT000402,O000402,2024-03-13,BankTransfer,Stripe,TXN-000402,1048.2,Paid
PMT000403,O000403,2024-01-17,BankTransfer,Braintree,TXN-000403,273.32,Paid
PMT000404,O000404,2024-01-04,Wallet,PayPal,TXN-000404,1313.15,Paid
PMT000405,O000405,2024-03-29,Wallet,Adyen,TXN-000405,393.74,Refunded
PMT000406,O000406,2024-03-01,BankTransfer,Stripe,TXN-000406,930.02,Paid
PMT000407,O000407,2024-03-24,PayPal,Adyen,TXN-000407,774.53,Paid
PMT000408,O000408,2024-03-26,Card,Braintree,TXN-000408,609.33,Paid
PMT000409,O000409,2024-05-04,PayPal,Adyen,TXN-000409,155.61,Paid
PMT000410,O000410,2024-01-10,PayPal,Adyen,TXN-000410,390.11,Paid
PMT000411,O000411,2024-04-22,PayPal,PayPal,TXN-000411,298.86,Refunded
PMT000412,O000412,2024-05-29,Card,Adyen,TXN-000412,411.62,Paid
PMT000413,O000413,2024-05-13,BankTransfer,Adyen,TXN-000413,946.34,Paid
PMT000414,O000414,2024-02-16,Wallet,Adyen,TXN-000414,626.66,Refunded
PMT000415,O000415,2024-03-16,BankTransfer,Stripe,TXN-000415,952.99,Paid
PMT000416,O000416,2024-06-24,BankTransfer,Adyen,TXN-000416,347.98,Paid
PMT000417,O000417,2024-03-02,PayPal,Adyen,TXN-000417,914.65,Paid
PMT000418,O000418,2024-01-11,Card,PayPal,TXN-000418,410.12,Paid
PMT000419,O000419,2024-03-12,BankTransfer,PayPal,TXN-000419,226.07,Paid
PMT000420,O000420,2024-04-23,Wallet,Adyen,TXN-000420,930.2,Paid
PMT000421,O000421,2024-03-21,PayPal,Adyen,TXN-000421,207.1,Paid
PMT000422,O000422,2024-03-14,Card,Stripe,TXN-000422,39.42,Paid
PMT000423,O000423,2024-06-07,Card,Adyen,TXN-000423,455.7,Paid
PMT000424,O000424,2024-02-13,Card,PayPal,TXN-000424,224.42,Paid
PMT000425,O000425,2024-05-26,Card,PayPal,TXN-000425,571.33,Paid
PMT000426,O000426,2024-01-27,PayPal,Adyen,TXN-000426,28.48,Paid
PMT000427,O000427,2024-02-18,Card,Braintree,TXN-000427,264.3,Paid
PMT000428,O000428,2024-06-11,Wallet,Braintree,TXN-000428,220.66,Paid
PMT000429,O000429,2024-05-17,PayPal,PayPal,TXN-000429,1495.48,Paid
PMT000430,O000430,2024-06-04,Card,Braintree,TXN-000430,526.56,Paid
PMT000431,O000431,2024-06-02,Card,Adyen,TXN-000431,882.99,Paid
PMT000432,O000432,2024-03-05,Card,Adyen,TXN-000432,220.19,Paid
PMT000433,O000433,2024-02-15,PayPal,PayPal,TXN-000433,115.75,Paid
PMT000434,O000434,2024-02-28,Wallet,PayPal,TXN-000434,541.31,Paid
PMT000435,O000435,2024-03-30,BankTransfer,Adyen,TXN-000435,207.06,Refunded
PMT000436,O000436,2024-04-24,Card,Stripe,TXN-000436,78.92,Paid
PMT000437,O000437,2024-06-25,Wallet,PayPal,TXN-000437,1248.48,Paid
PMT000438,O000438,2024-02-03,BankTransfer,Braintree,TXN-000438,511.31,Paid
PMT000439,O000439,2024-02-29,Card,Adyen,TXN-000439,76.46,Paid
PMT000440,O000440,2024-02-03,Wallet,Adyen,TXN-000440,85.99,Refunded
PMT000441,O000441,2024-06-22,Card,Stripe,TXN-000441,384.82,Paid
PMT000442,O000442,2024-01-25,Wallet,Adyen,TXN-000442,667.78,Paid
PMT000443,O000443,2024-05-06,PayPal,Adyen,TXN-000443,171.8,Paid
PMT000444,O000444,2024-05-24,PayPal,Braintree,TXN-000444,583.64,Paid
PMT000445,O000445,2024-05-03,Wallet,Braintree,TXN-000445,988.62,Paid
PMT000446,O000446,2024-01-16,PayPal,Stripe,TXN-000446,20.34,Paid
PMT000447,O000447,2024-01-23,Wallet,PayPal,TXN-000447,900.96,Paid
PMT000448,O000448,2024-06-30,Wallet,Stripe,TXN-000448,82.69,Paid
PMT000449,O000449,2024-01-23,PayPal,Adyen,TXN-000449,996.61,Paid
PMT000450,O000450,2024-01-23,BankTransfer,Adyen,TXN-000450,1587.74,Paid
PMT000451,O000451,2024-04-05,BankTransfer,Adyen,TXN-000451,179.51,Paid
PMT000452,O000452,2024-03-04,Card,PayPal,TXN-000452,364.74,Paid
PMT000453,O000453,2024-01-16,Wallet,Stripe,TXN-000453,194.98,Paid
PMT000454,O000454,2024-04-02,BankTransfer,Braintree,TXN-000454,295.75,Paid
PMT000455,O000455,2024-05-31,Card,Adyen,TXN-000455,176.85,Paid
PMT000456,O000456,2024-01-10,Wallet,PayPal,TXN-000456,1183.85,Paid
PMT000457,O000457,2024-03-08,BankTransfer,Adyen,TXN-000457,293.25,Refunded
PMT000458,O000458,2024-03-22,Card,Adyen,TXN-000458,120.67,Refunded
PMT000459,O000459,2024-05-18,Wallet,Stripe,TXN-000459,314.91,Refunded
PMT000460,O000460,2024-03-21,BankTransfer,Adyen,TXN-000460,109.71,Paid
PMT000461,O000461,2024-01-04,Wallet,Stripe,TXN-000461,56.55,Paid
PMT000462,O000462,2024-02-14,Card,Braintree,TXN-000462,195.82,Refunded
PMT000463,O000463,2024-03-12,PayPal,Adyen,TXN-000463,784.25,Refunded
PMT000464,O000464,2024-05-27,BankTransfer,Adyen,TXN-000464,120.28,Paid
PMT000465,O000465,2024-02-19,Card,PayPal,TXN-000465,251.05,Paid
PMT000466,O000466,2024-05-01,Card,Braintree,TXN-000466,1107.7,Paid
PMT000467,O000467,2024-01-11,Card,Braintree,TXN-000467,1070.06,Paid
PMT000468,O000468,2024-02-07,BankTransfer,Stripe,TXN-000468,373.59,Paid
PMT000469,O000469,2024-06-21,BankTransfer,Stripe,TXN-000469,1478.91,Paid
PMT000470,O000470,2024-04-09,Wallet,Braintree,TXN-000470,86.63,Paid
PMT000471,O000471,2024-04-20,Card,Braintree,TXN-000471,1488.18,Paid
PMT000472,O000472,2024-01-12,BankTransfer,Braintree,TXN-000472,303.18,Paid
PMT000473,O000473,2024-03-11,Wallet,Adyen,TXN-000473,125.24,Paid
PMT000474,O000474,2024-02-27,Card,Stripe,TXN-000474,795.22,Paid
PMT000475,O000475,2024-01-24,Card,Braintree,TXN-000475,172.82,Paid
PMT000476,O000476,2024-05-22,Card,Stripe,TXN-000476,323.05,Paid
PMT000477,O000477,2024-01-23,BankTransfer,Adyen,TXN-000477,946.21,Paid
PMT000478,O000478,2024-04-26,Card,Adyen,TXN-000478,369.89,Paid
PMT000479,O000479,2024-02-06,BankTransfer,Adyen,TXN-000479,593.25,Paid
PMT000480,O000480,2024-01-05,BankTransfer,PayPal,TXN-000480,448.21,Paid
PMT000481,O000481,2024-04-28,BankTransfer,Stripe,TXN-000481,545.86,Paid
PMT000482,O000482,2024-05-09,Card,Stripe,TXN-000482,533.52,Paid
PMT000483,O000483,2024-06-09,PayPal,Braintree,TXN-000483,344.03,Refunded
PMT000484,O000484,2024-02-11,Card,PayPal,TXN-000484,816.88,Paid
PMT000485,O000485,2024-03-22,BankTransfer,Adyen,TXN-000485,336.8,Paid
PMT000486,O000486,2024-06-27,PayPal,Stripe,TXN-000486,23.73,Paid
PMT000487,O000487,2024-03-19,Card,PayPal,TXN-000487,253.61,Paid
PMT000488,O000488,2024-04-05,Wallet,Stripe,TXN-000488,103.25,Paid
PMT000489,O000489,2024-02-07,Card,Adyen,TXN-000489,304.85,Paid
PMT000490,O000490,2024-06-27,BankTransfer,Braintree,TXN-000490,554.15,Paid
PMT000491,O000491,2024-02-22,Card,Braintree,TXN-000491,181.95,Paid
PMT000492,O000492,2024-04-17,PayPal,Braintree,TXN-000492,87.04,Paid
PMT000493,O000493,2024-03-28,BankTransfer,PayPal,TXN-000493,114.53,Paid
PMT000494,O000494,2024-03-07,Wallet,PayPal,TXN-000494,710.45,Paid
PMT000495,O000495,2024-04-24,PayPal,Stripe,TXN-000495,130.87,Paid
PMT000496,O000496,2024-02-08,BankTransfer,Adyen,TXN-000496,39.54,Paid
PMT000497,O000497,2024-02-06,Card,Stripe,TXN-000497,174.18,Paid
PMT000498,O000498,2024-01-19,Wallet,PayPal,TXN-000498,362.11,Paid
PMT000499,O000499,2024-03-04,BankTransfer,Stripe,TXN-000499,99.29,Paid
PMT000500,O000500,2024-01-27,Card,Adyen,TXN-000500,571.84,Paid
PMT000501,O000501,2024-04-29,Card,Braintree,TXN-000501,215.12,Paid
PMT000502,O000502,2024-02-18,Wallet,Adyen,TXN-000502,686.54,Paid
PMT000503,O000503,2024-04-21,PayPal,Adyen,TXN-000503,1259.99,Paid
PMT000504,O000504,2024-06-22,Card,PayPal,TXN-000504,288.87,Paid
PMT000505,O000505,2024-02-20,Wallet,Adyen,TXN-000505,596.04,Paid
PMT000506,O000506,2024-06-13,Card,Braintree,TXN-000506,320.78,Paid
PMT000507,O000507,2024-05-20,Card,Stripe,TXN-000507,779.31,Paid
PMT000508,O000508,2024-01-20,Card,Braintree,TXN-000508,180.17,Paid
PMT000509,O000509,2024-01-10,Card,Braintree,TXN-000509,1542.4,Paid
PMT000510,O000510,2024-06-28,Card,Adyen,TXN-000510,654.18,Paid
PMT000511,O000511,2024-02-15,Card,Braintree,TXN-000511,0.0,Pending
PMT000512,O000512,2024-04-03,PayPal,Stripe,TXN-000512,0.0,Pending
PMT000513,O000513,2024-01-20,BankTransfer,Adyen,TXN-000513,93.66,Paid
PMT000514,O000514,2024-01-20,BankTransfer,Adyen,TXN-000514,874.13,Paid
PMT000515,O000515,2024-03-05,Card,Braintree,TXN-000515,368.35,Refunded
PMT000516,O000516,2024-06-02,BankTransfer,PayPal,TXN-000516,88.48,Paid
PMT000517,O000517,2024-03-10,Wallet,PayPal,TXN-000517,238.25,Paid
PMT000518,O000518,2024-02-07,PayPal,PayPal,TXN-000518,0.0,Pending
PMT000519,O000519,2024-03-23,Wallet,Adyen,TXN-000519,108.2,Paid
PMT000520,O000520,2024-02-05,Wallet,Stripe,TXN-000520,153.66,Refunded
PMT000521,O000521,2024-06-09,BankTransfer,Braintree,TXN-000521,585.0,Paid
PMT000522,O000522,2024-05-12,Wallet,Adyen,TXN-000522,763.27,Paid
PMT000523,O000523,2024-01-28,PayPal,Stripe,TXN-000523,799.97,Paid
PMT000524,O000524,2024-06-26,BankTransfer,Braintree,TXN-000524,208.49,Paid
PMT000525,O000525,2024-02-29,PayPal,Braintree,TXN-000525,176.04,Paid
PMT000526,O000526,2024-05-05,Wallet,Adyen,TXN-000526,178.76,Paid
PMT000527,O000527,2024-03-24,Wallet,PayPal,TXN-000527,823.24,Paid
PMT000528,O000528,2024-03-14,BankTransfer,Adyen,TXN-000528,198.08,Refunded
PMT000529,O000529,2024-03-24,BankTransfer,Adyen,TXN-000529,379.9,Paid
PMT000530,O000530,2024-03-20,BankTransfer,Adyen,TXN-000530,1722.03,Paid
PMT000531,O000531,2024-06-25,Wallet,PayPal,TXN-000531,451.24,Paid
PMT000532,O000532,2024-05-18,Wallet,Stripe,TXN-000532,416.01,Paid
PMT000533,O000533,2024-04-16,Card,Stripe,TXN-000533,60.09,Paid
PMT000534,O000534,2024-05-13,PayPal,Stripe,TXN-000534,312.7,Paid
PMT000535,O000535,2024-04-13,Wallet,PayPal,TXN-000535,234.41,Paid
PMT000536,O000536,2024-02-27,BankTransfer,Adyen,TXN-000536,815.83,Paid
PMT000537,O000537,2024-03-22,Wallet,Stripe,TXN-000537,0.0,Pending
PMT000538,O000538,2024-02-24,PayPal,Braintree,TXN-000538,1404.58,Paid
PMT000539,O000539,2024-04-28,Card,Adyen,TXN-000539,1111.3,Paid
PMT000540,O000540,2024-05-24,PayPal,PayPal,TXN-000540,531.55,Paid
PMT000541,O000541,2024-02-08,PayPal,Stripe,TXN-000541,806.45,Paid
PMT000542,O000542,2024-01-16,BankTransfer,PayPal,TXN-000542,1302.8,Paid
PMT000543,O000543,2024-05-12,Card,Braintree,TXN-000543,757.61,Paid
PMT000544,O000544,2024-01-04,PayPal,Braintree,TXN-000544,407.41,Paid
PMT000545,O000545,2024-03-24,PayPal,PayPal,TXN-000545,1080.78,Paid
PMT000546,O000546,2024-02-09,Wallet,Stripe,TXN-000546,224.9,Paid
PMT000547,O000547,2024-02-04,Wallet,Braintree,TXN-000547,702.55,Paid
PMT000548,O000548,2024-02-20,PayPal,Braintree,TXN-000548,650.25,Paid
PMT000549,O000549,2024-04-10,Wallet,Braintree,TXN-000549,1296.17,Paid
PMT000550,O000550,2024-04-21,PayPal,Stripe,TXN-000550,191.42,Paid
PMT000551,O000551,2024-01-05,Card,PayPal,TXN-000551,800.68,Paid
PMT000552,O000552,2024-01-05,PayPal,PayPal,TXN-000552,479.63,Paid
PMT000553,O000553,2024-03-29,Card,Braintree,TXN-000553,625.79,Paid
PMT000554,O000554,2024-01-27,Wallet,PayPal,TXN-000554,878.35,Paid
PMT000555,O000555,2024-02-22,Card,Adyen,TXN-000555,344.55,Paid
PMT000556,O000556,2024-03-17,BankTransfer,Stripe,TXN-000556,1166.72,Paid
PMT000557,O000557,2024-06-06,Card,Stripe,TXN-000557,1148.53,Paid
PMT000558,O000558,2024-01-23,BankTransfer,Stripe,TXN-000558,965.17,Paid
PMT000559,O000559,2024-03-22,Wallet,Adyen,TXN-000559,644.54,Paid
PMT000560,O000560,2024-05-21,BankTransfer,Adyen,TXN-000560,320.55,Paid
PMT000561,O000561,2024-04-22,Card,Braintree,TXN-000561,0.0,Pending
PMT000562,O000562,2024-05-09,BankTransfer,Adyen,TXN-000562,139.6,Paid
PMT000563,O000563,2024-01-27,Card,Stripe,TXN-000563,109.52,Paid
PMT000564,O000564,2024-06-25,Card,PayPal,TXN-000564,640.77,Paid
PMT000565,O000565,2024-05-04,Wallet,Stripe,TXN-000565,1309.14,Refunded
PMT000566,O000566,2024-02-04,Card,PayPal,TXN-000566,0.0,Pending
PMT000567,O000567,2024-06-25,Wallet,Stripe,TXN-000567,559.02,Paid
PMT000568,O000568,2024-03-18,Card,Stripe,TXN-000568,182.27,Paid
PMT000569,O000569,2024-06-11,BankTransfer,Braintree,TXN-000569,1202.78,Paid
PMT000570,O000570,2024-02-05,Wallet,Stripe,TXN-000570,317.51,Paid
PMT000571,O000571,2024-01-20,Card,PayPal,TXN-000571,117.63,Refunded
PMT000572,O000572,2024-02-03,BankTransfer,Adyen,TXN-000572,371.99,Paid
PMT000573,O000573,2024-04-29,Wallet,Braintree,TXN-000573,979.37,Paid
PMT000574,O000574,2024-06-24,Card,Adyen,TXN-000574,217.18,Paid
PMT000575,O000575,2024-02-27,Wallet,Braintree,TXN-000575,0.0,Pending
PMT000576,O000576,2024-06-02,PayPal,Stripe,TXN-000576,397.0,Paid
PMT000577,O000577,2024-02-19,BankTransfer,Stripe,TXN-000577,801.25,Paid
PMT000578,O000578,2024-04-23,Wallet,PayPal,TXN-000578,185.73,Paid
PMT000579,O000579,2024-02-09,Wallet,Stripe,TXN-000579,227.81,Paid
PMT000580,O000580,2024-01-10,Wallet,Braintree,TXN-000580,162.88,Paid
PMT000581,O000581,2024-04-05,PayPal,Stripe,TXN-000581,174.25,Refunded
PMT000582,O000582,2024-03-13,PayPal,PayPal,TXN-000582,274.03,Paid
PMT000583,O000583,2024-01-28,BankTransfer,Braintree,TXN-000583,1311.29,Paid
PMT000584,O000584,2024-04-29,BankTransfer,Stripe,TXN-000584,168.7,Paid
PMT000585,O000585,2024-03-06,Card,Braintree,TXN-000585,1143.22,Paid
PMT000586,O000586,2024-02-07,Wallet,PayPal,TXN-000586,190.12,Paid
PMT000587,O000587,2024-04-02,Wallet,Adyen,TXN-000587,141.58,Paid
PMT000588,O000588,2024-04-01,Card,Adyen,TXN-000588,1108.43,Paid
PMT000589,O000589,2024-03-05,PayPal,Stripe,TXN-000589,890.38,Paid
PMT000590,O000590,2024-06-21,PayPal,PayPal,TXN-000590,160.75,Paid
PMT000591,O000591,2024-03-10,Card,PayPal,TXN-000591,752.9,Paid
PMT000592,O000592,2024-01-07,BankTransfer,Adyen,TXN-000592,60.17,Paid
PMT000593,O000593,2024-05-17,Card,Braintree,TXN-000593,73.04,Paid
PMT000594,O000594,2024-04-03,Wallet,PayPal,TXN-000594,320.03,Refunded
PMT000595,O000595,2024-06-10,Card,Braintree,TXN-000595,738.26,Paid
PMT000596,O000596,2024-04-02,PayPal,Braintree,TXN-000596,68.47,Paid
PMT000597,O000597,2024-04-30,BankTransfer,PayPal,TXN-000597,1149.32,Paid
PMT000598,O000598,2024-04-25,BankTransfer,Braintree,TXN-000598,439.43,Paid
PMT000599,O000599,2024-05-13,Card,Stripe,TXN-000599,1064.18,Paid
PMT000600,O000600,2024-05-26,Wallet,Stripe,TXN-000600,34.14,Paid
PMT000601,O000601,2024-06-01,Wallet,PayPal,TXN-000601,1329.88,Paid
PMT000602,O000602,2024-04-18,Card,PayPal,TXN-000602,466.67,Paid
PMT000603,O000603,2024-01-24,Card,PayPal,TXN-000603,545.83,Paid
PMT000604,O000604,2024-02-11,Wallet,Stripe,TXN-000604,431.55,Refunded
PMT000605,O000605,2024-06-10,PayPal,PayPal,TXN-000605,1159.53,Paid
PMT000606,O000606,2024-01-31,BankTransfer,Adyen,TXN-000606,694.14,Paid
PMT000607,O000607,2024-04-07,Wallet,Adyen,TXN-000607,1233.43,Paid
PMT000608,O000608,2024-01-22,PayPal,Adyen,TXN-000608,83.87,Paid
PMT000609,O000609,2024-03-15,PayPal,Braintree,TXN-000609,823.73,Paid
PMT000610,O000610,2024-02-08,Wallet,Braintree,TXN-000610,698.15,Refunded
PMT000611,O000611,2024-04-10,BankTransfer,Stripe,TXN-000611,122.66,Paid
PMT000612,O000612,2024-02-27,PayPal,PayPal,TXN-000612,217.42,Paid
PMT000613,O000613,2024-06-06,PayPal,Braintree,TXN-000613,373.24,Paid
PMT000614,O000614,2024-05-30,BankTransfer,Braintree,TXN-000614,1578.97,Paid
PMT000615,O000615,2024-05-02,PayPal,Stripe,TXN-000615,342.63,Refunded
PMT000616,O000616,2024-06-28,PayPal,Stripe,TXN-000616,250.26,Paid
PMT000617,O000617,2024-05-04,Wallet,PayPal,TXN-000617,391.04,Paid
PMT000618,O000618,2024-06-15,Wallet,PayPal,TXN-000618,409.55,Paid
PMT000619,O000619,2024-02-05,Wallet,Braintree,TXN-000619,572.45,Paid
PMT000620,O000620,2024-02-04,Card,Stripe,TXN-000620,173.66,Paid
PMT000621,O000621,2024-02-29,BankTransfer,Braintree,TXN-000621,168.61,Paid
PMT000622,O000622,2024-05-09,Wallet,Adyen,TXN-000622,442.23,Paid
PMT000623,O000623,2024-03-02,BankTransfer,Adyen,TXN-000623,713.34,Paid
PMT000624,O000624,2024-03-10,BankTransfer,Adyen,TXN-000624,275.67,Paid
PMT000625,O000625,2024-03-06,BankTransfer,Braintree,TXN-000625,892.93,Paid
PMT000626,O000626,2024-01-26,Wallet,Stripe,TXN-000626,593.04,Paid
PMT000627,O000627,2024-04-08,Card,Adyen,TXN-000627,165.95,Paid
PMT000628,O000628,2024-03-14,Wallet,Adyen,TXN-000628,237.86,Paid
PMT000629,O000629,2024-02-27,Wallet,PayPal,TXN-000629,51.6,Paid
PMT000630,O000630,2024-06-24,Card,Stripe,TXN-000630,28.23,Paid
PMT000631,O000631,2024-05-30,BankTransfer,Stripe,TXN-000631,736.17,Paid
PMT000632,O000632,2024-01-19,BankTransfer,Stripe,TXN-000632,1042.94,Paid
PMT000633,O000633,2024-05-15,BankTransfer,PayPal,TXN-000633,137.23,Paid
PMT000634,O000634,2024-03-24,PayPal,Stripe,TXN-000634,603.32,Paid
PMT000635,O000635,2024-04-28,BankTransfer,PayPal,TXN-000635,58.93,Paid
PMT000636,O000636,2024-04-23,PayPal,Adyen,TXN-000636,0.0,Pending
PMT000637,O000637,2024-02-02,Card,Braintree,TXN-000637,1045.23,Paid
PMT000638,O000638,2024-02-16,Wallet,PayPal,TXN-000638,54.34,Paid
PMT000639,O000639,2024-03-14,Wallet,Adyen,TXN-000639,475.82,Paid
PMT000640,O000640,2024-06-13,Card,Stripe,TXN-000640,355.76,Paid
PMT000641,O000641,2024-04-08,Wallet,Braintree,TXN-000641,1332.8,Paid
PMT000642,O000642,2024-05-19,PayPal,Adyen,TXN-000642,96.4,Paid
PMT000643,O000643,2024-03-26,PayPal,PayPal,TXN-000643,480.4,Paid
PMT000644,O000644,2024-04-23,Wallet,Adyen,TXN-000644,262.27,Paid
PMT000645,O000645,2024-03-19,Wallet,PayPal,TXN-000645,794.47,Paid
PMT000646,O000646,2024-01-24,PayPal,Braintree,TXN-000646,579.23,Paid
PMT000647,O000647,2024-06-20,BankTransfer,PayPal,TXN-000647,167.74,Paid
PMT000648,O000648,2024-04-18,PayPal,Braintree,TXN-000648,574.57,Paid
PMT000649,O000649,2024-02-07,Wallet,PayPal,TXN-000649,1297.72,Paid
PMT000650,O000650,2024-01-05,BankTransfer,Stripe,TXN-000650,519.94,Paid
PMT000651,O000651,2024-05-17,Card,Adyen,TXN-000651,161.17,Paid
PMT000652,O000652,2024-02-26,Card,Adyen,TXN-000652,260.73,Paid
PMT000653,O000653,2024-02-12,BankTransfer,Adyen,TXN-000653,362.95,Paid
PMT000654,O000654,2024-01-03,PayPal,Stripe,TXN-000654,177.21,Paid
PMT000655,O000655,2024-03-05,Wallet,Stripe,TXN-000655,421.2,Paid
PMT000656,O000656,2024-04-27,Wallet,Braintree,TXN-000656,235.71,Refunded
PMT000657,O000657,2024-01-06,PayPal,Braintree,TXN-000657,1104.4,Paid
PMT000658,O000658,2024-05-28,Wallet,Stripe,TXN-000658,942.46,Paid
PMT000659,O000659,2024-03-05,Wallet,PayPal,TXN-000659,67.99,Paid
PMT000660,O000660,2024-01-24,PayPal,Adyen,TXN-000660,0.0,Pending
