plugin_id	plugin_name
1072	LiveUpdate Crescendo version 4.0B4
1078	eCHARGE Secure Online Purchase Plugin v1.1.7
1080	ExpressVR R5 604
1081	MIDIPlugin68K 1.5.1b
1082	Esker PLUS 3.0 plugin
1083	KWeb Plugin v0.21
1084	blaxxun CC3D Version 3.06
1085	blaxxun CCpro Version 3.06
1086	blaxxun CC3D pro Version 3.06
1087	MJuice Download Plugin
1088	FTX Plugin
1091	blaxxun CC3D Version 4.00
1092	blaxxun CCpro Version 4.00
1093	blaxxun CC3D pro Version 4.00
1094	XLViewer Plugin 3.0
1095	ALTiS
1096	TMS ViewDirector Imaging Plug-in for Netscape Navigator
1098	OmniForm Filler Plug-In
1100	mBED Multimedia Plugin
1103	FutureSplash Player 1.1
1105	Netscape's Emblaze Plugin
1106	SCREAM Player Plugin
1107	Netscape Media Player, Audio Streaming Plugin,  Beta 3a, v.1.0.1114
1109	StarCenter Client
1110	StarPlayer Plugin
1111	DreamChat Plug-ins
1112	DTI MyChat Plug-ins
1113	DownloadWizard Plus
1115	WebCast Voice
1118	MobileMotion
1119	Navigator Viewcom Plugin
1120	CPC View
1121	Topgun Netscape Plugin
1122	AlphaBase EZ~ID Plugin
1123	Lightning Strike 3.1.3.10 32-Bit Netscape Plugin
1124	FIGleaf Inline Netscape Plugin
1125	RiffLick(tm) Plugin
1126	InterVU68K
1127	TclPlug
1129	TMSSequoia ViewDirector Prizm Plug-in, Version 2.2
1131	MediaPlayer
1132	TrueCast Netscape Plugin
1134	DWG Viewer Plugin
1137	JetForm Filler
1138	StarView Plugin
1139	Sibelius Software Limited, Sibelius
1140	DeepV by Heads Off
1141	Apple Electrifier Plug-in
1142	mTropolis Interactive Multimedia Title
1143	Demo-X Plugin
1144	Reuters Controller Plug-in
1145	Reuters Login Plugin
1146	HoTV Integrated Player
1147	HoTV Browser - Client
1148	VOW VCR
1149	PTC Japanese Search Plugin
1165	Zing One-button Installer Plugin
1166	Net Toob Stream 1.52
1167	OASYS Viewer
1168	Netiva Software Plugin
1169	CS ChemDraw Pro Plugin
1170	Secure Plugin for Netscape
1171	MIDPLUG for XG v1.10
1172	IBM techexplorer Hypermedia Browser, Standard Edition
1173	Interactive Pictures Corp. IPIX Plugin v4.00 b3
1174	ZG-View Plugin
1175	Crescendo! 1.0
1176	Battelle Digital Signature
1177	ChemDrawPlugin
1179	SoftCom Sir Browse-A-Lot
1180	Headspace Beatnik Player V1.3.1
1181	Pulse Player Plugin
1182	Ashlar Vellum
1183	SVX Plug-In
1187	Java(TM) Plug-in 1.1 k
1188	VRwave Plug-in wrapper
1189	InvestorWeb Active Chart Netscape Plugin
1190	Oracle Power Object Plugin
1191	SRCSS Image Encoder Plugin
1192	Software Vision SvPlay
1193	StreamingMediaPlugin 1.0 v.1211
1194	Zing Drag-and-Drop Plug-in
1195	Java(TM) Plug-in 1.1.2 j
1196	QuakeWorld/QuakeII plugin Version 0.3
1197	SuperPerformer Plug-in
1198	MASH Research Group. MPlug.
1201	WebFORCE MediaBase 3.1
1203	JetForm Filler 5.0 Netscape Plug-in
1204	PlayerPRO Plugin
1206	QuakeWorld/QuakeII plugin Version 0.4
1207	MegaView Plugin
1209	CoolFusion 2.01 plugin for Netscape
1210	QuickFlick
1211	Java(TM) Plug-in 1.1.2_001
1212	R2 ExpressVR v1.0b0 Fat
1213	CNU Wallet V1.0
1215	Java Plug-in 1.2.2 for Netscape Navigator
1218	PictStage Plug-in for CanDINet
1219	PictStage Plugin
1220	Java(TM) Plug-in 1.1 EA3e
1222	Linux Audio-Plugin
1223	PaperPort Plugin
1224	Pixel Multimedia Sea Racers Plugin
1225	TMSSequoia Prizm Plug-in, Demonstration Version 2.3+
1226	Opal Plug-In v2.12 Build 665
1227	ZG-View
1229	Microsoft Windows Media Services
1231	Web Transporter plugin
1232	Oracle JInitiator 1.1.7.15 for Netscape Navigator
1233	LightningStrike
1235	Java(TM) Plug-in 1.1.2_01
1237	Java Plug-in 1.3 for Netscape Navigator
1238	IBM Home Page Reader Plug-In (32-bit) Version 2.5
1240	InterCAP ActiveCGM Browser Netscape Plugin
1241	Full Text Pro Search Plugin
1243	TooLAN Electronic Software Distribution (Version 2.0 Build 15)
1244	SwiftView Plug-in for Unix
1245	MIDIPluginPPC 1.5.1b
1246	Opal Plug-In v2.1.525
1247	WebAudio Plugin 1.1 for Windows
1249	Java(TM) Plug-in 1.2.1_01
1250	Cult3D v1.2
1251	Lexis-Nexis Client Validation Process
1254	Plugger
1256	Plugger 2.2 (nostreams)
1257	COM1 VCR video Plug-in
1258	CharFlipper
1260	PlaceWare Slide Uploader
1262	Tcl Plugin 1.0 Final Release
1263	Cosmoplayer Plugin
1264	ExpressVR Fat
1265	FastMan Plugin
1267	SoftWatch Ltd., DietWatch Download-Upload Interface
1273	Asgard Installation Plugin
1274	IPIX PlugIn 68K V3.2
1275	Talkie! Plugin for Browser
1276	PanoramIX Navigator Plugin
1280	TMSSequoia ViewDirector Imaging Plug-in Version 2.02+ for Netscape Navigator
1282	LightningStrike 1.3b
1284	Doori Information Emulator
1285	IBM HomepageReader Plug-In (32-bit) Version 1.0
1286	FT GOA PMP
1287	FT GOA Cycler
1289	Launch Application Plugin
1290	KEA! X
1291	Cortona VRML Client
1292	Juice Plug-in
1294	Java(TM) Plug-in 1.1.2 k
1295	Diamo Dataaktiebolag Pacsoft Print PlugIn
1296	Viper Plug-in
1297	Wavelet-Stream Decompressor Plug-In
1298	DemoShield 6.0 DemoX Plugin
1299	Tcl Plugin 2.0.4-beta
1300	CoachTech Software, Drill Viewer Plugin
1301	Viewer Module
1302	Chemscape Chime V1.01
1304	SoftQuad H.i.P. Viewer Multiple Link
1305	SoftQuad H.i.P. Live TOC
1306	Namo HWP Viewer v3.0
1307	ViLink Exchange Plugin
1308	MIDPLUG v2.00b2
1310	Netscape Web Publishing Plug-In
1311	Virtual Key Setup Plugin (32 Bit)
1313	CSi Forum Upload
1314	Smart Seek v1.1
1315	FMA&H / DDC Fwvs Plugin For Netscape
1320	Video only Monitor Plugin
1321	CS ChemDraw Std Plugin
1322	Mimos Berhad, Web Signer
1323	Lightning Strike 2.6 Netscape Plugin
1324	ichat Active-X chat control container
1325	Omsform Plug-in for Windows NT 4.0
1327	XLViewer Plugin
1328	Imagenation Plug-In
1329	Ecoss Solution - Dial-Up Control Plug-In (Japanese)
1330	Prokoda AG TutorWIN Plugin
1333	Thinkstream Plugin for Netscape
1334	Cerberus Audio Plugin
1335	PROMISE Plug-In for MediaCast & StarWorks
1339	LinkAlarm
1342	SoftSynth JSyn
1346	MIDPLUG v2.00b1
1348	RichLink View Plugin (PPC)
1349	Sakerhetsplugin
1351	Chemscape Chime Pro 2.0 Beta 3
1352	Enliven Viewer Plug-In
1353	IBM Education & Training Global Campus
1355	DocuWorks Viewer Light for Web
1356	Devaxe Technologie. CDCP-Intr@Net
1366	CambridgeSoft Corp. CS Chem3D Std Plugin
1371	RealAudio Netscape PlugIn
1373	VisualWorks ST Plug-in
1374	LG NEOVIS/NT Plug-in Browser
1375	Livefinder Plug-in V10L13D
1378	Multiscience System PTE LTD- MGView
1380	hTeXn Plug-in
1384	Microsoft Game Client Launch Plugin
1386	Java Activator Plugin EA3
1387	ichat plugin for Netscape
1389	Shockwave68K
1390	ViewPict
1391	RealPlayer(tm) Plug-In (16-bit) Version 4.01 beta 1
1393	StarVars
1394	PS Web vnc-viewer plugin
1396	Clearnet Netscape Plugin
1397	Common Ground MiniViewer Plug-In
1398	SDIF plugin
1399	Antares PrestoCD : CDROM-Katalog DataBase-Engine Version 1.0
1400	EasyVideo
1402	BackWeb Preview
1403	MacZilla!
1404	Tcl Plugin 2.0 Alpha 2
1405	NFIC WebMonitor Motion JPEG Codec PlugIn
1406	NFIC WebMonitor H263 Decoder PlugIn
1407	Envoy68K.B4
1408	ichat 68k Plug-in 2.1b0
1409	Eurocast AdManager
1412	Dicom plugin
1413	OS/2 Metafile Plugin v 0.1
1415	Navigator ECHOSPEECH Plugin
1416	V-Active Netscape Plug-in
1420	PNG Magick plug-in
1421	CMCS-FTP Plugin
1422	WebAnimator Plug-in
1423	WebTerm
1424	QuickTime Plug-in B1-2.0.1
1426	Cult3D v1.0.1
1427	METIS Model Browser 2.0
1428	BBH & Co Ace File Plugin V2.0.3
1429	WebLine Application Demo
1430	MwPlug v 1.6
1431	TMSSequoia ViewDirector Prizm Plug-in, Version 2.1+
1432	Open Kisekae plugin (OKaPi)
1433	MIDPLUG v2.00b4
1434	Pangaea Cad Solutions Design File Viewer www.pcscad.com
1435	OLiVR viewer plugin for Netscape
1436	LightPipes Optical Toolbox Plug-in.
1438	Trix DrawingCenter/PlugIn
1439	Intel IndeoR video 5.1 PD Plug-In
1440	PlugIn COM One 1.0
1443	Generic Logic Real-Time Dynamic Graphics Plug-in, v. 2.4
1444	Open2U Video Plugin
1446	CardReg-Plugin
1448	TopTier WebNavigator Plugin
1449	Gemini Plugin
1450	WinCentric Plug-In
1451	Cult3D v1.0
1452	NPSqueak
1453	AT&T Local Program Launcher - Crystal Info
1454	AT&T Local Program Launcher - Holos
1455	Pixel Animated Ticker Plug-in
1456	Netscape Kekule Plugin
1459	DocShow-VR
1461	MPEG Audio Player
1464	Shockwave Flash (PPC)
1466	Flash plugin Version 0.1
1467	Java(TM) Plug-in 1.1.1_002
1470	SmartCard Authentication plugin
1471	Ez Setup Plugin
1472	Ez Signup Plugin
1473	MIDIPlugin 1.2.1b
1475	Knowledge Well kwnet
1477	RealPlayer(tm) LiveConnect-Enabled Plug-In (32-bit) Beta 2 RC 10
1480	RenderView
1481	SuperCard
1484	Oracle JInitiator 1.1.5.5 for Netscape Navigator
1485	OMNIS RCC Plugin
1487	QuickTime Plug-in B1-2.0
1488	LearnLinc Distributed Learning Environment
1490	KM's Multimedia Plug
1491	NP-Dir-Shockwave
1492	Dimension 3D-Systems GmbH - Spx Plugin
1494	QuickTest (PPC)
1496	QuakeWorld plugin Version 0.1
1497	TANGO Interactive [v. 1.4.0.2]
1499	AutoVue Plugin - CSI
1500	Virtual Friends connection Plugin
1501	StreamingMediaPlugin Beta 4 v.1125
1502	Catharon TenCORE Launcher
1503	JumpStart97 (Version 1.2.1)
1504	Crescendo Plus 2.1 Beta
1506	ViewerNET Plugin
1512	OZEnabler
1513	OZ Enabler
1517	Oracle JInitiator 1.1.5.23 for Netscape Navigator
1518	TwinVQ Plug-in
1519	TMSSequoia ViewDirector Prizm Plug-in, Version 2.21 EM
1520	VXtreme
1521	WinDD ICA Client
1522	FIGleaf Inline Lite Netscape Plugin
1524	Logal SimPlayer Plug-in
1525	NTT SCash Plugin
1527	Newfire Torch
1528	TMSSequoia ViewDirector Prizm Plug-in, Demonstration Version 2.21+
1529	Autodesk WHP Viewer Plugin
1530	Librarian Content Adapter
1531	Centra Image Viewer Plug-in
1532	VivoActive Player Version 2.0 Beta 3
1533	Visual WebMap
1534	Oracle ConText Option
1535	IMSI Plugin
1537	WildTangent Web Driver Plugin
1538	NetDocuments
1539	Jizaigan (Archiver)
1542	ExpressVR 601 R4
1543	ExpressVR 603 R4
1544	ExpressVR 68k R4
1545	ExpressVR FPU R4
1546	BXWA FastBid v1.1
1548	ReachOut Global Viewer
1549	Logox Plugin for Netscape Communicator
1552	RealPlayer(tm) LiveConnect-Enabled Plug-In (32-bit) 5.0 Beta 2
1553	Multi-Player Games Network System Access Software
1555	OLiVR viewer plugin for Netscape 3.0
1557	Lightning Strike 2.6.0 16-Bit Plugin
1558	SimpleToon Player Plugin
1559	SecureWeb Documents
1561	Tumbleweed Envoy Plug-in for Netscape Navigator 3.0
1562	ExpressVR R3 604
1564	Scroller
1565	Cyberprise Host Pro
1566	OLiVR Viewer
1567	Engage Versioning Plugin
1568	TMSSequoia ViewDirector Prizm Plug-in, Version 2.11 RSX
1569	CMPlayer plugin
1570	Rescue App Launcher v2.05
1574	CosmoPlayer
1575	Quick View Plus 2.0 (Build 18)
1578	Seagate Software Web Collection Plug-In
1579	Voyager Plugin for Netscape/2, by Snow Storm Software
1580	DP Viewer Plug-in
1581	Beatnik PRO Plugin V2.0.1.6
1583	MediaNet
1586	Oracle JInitiator 1.1.1.0e for Netscape Navigator
1587	Pangaea Cad Solutions Design File Viewer 4.9.6b Exp Jan/98 www.pcscad.com
1588	FIGleaf Inline
1589	VDOLive Player Plug-in/AOL
1590	TMSSequoia's (http://www.tmsinc.com) ViewDirector Plug-In for Netscape Navigator
1591	MIDPLUG v1.0b6J
1592	SoftQuad Panorama Viewer Eval 2.0
1593	PointPlus Plugin
1594	EnvoyPM.B4
1597	Tactic! Viewer
1598	LiveAudioStreamer
1599	QuickTime Plug-in 2.1
1600	Virtual Places PlugIn
1601	Quick View Plus 2.0.1 (Build 4)
1602	RMX Plug-in
1604	WebTreeFX (TOC Viewer)
1605	IXCHANGE StockIXCHANGE Plugin
1606	Crescendo PLUS 2.0b3
1608	InterVuFAT
1609	ExpressVR 68K
1610	Interactive Pictures Corp. IPIX Plugin v4.00 b4
1611	TMSSequoia Prizm Plug-in, Version 2.3+ DMBB
1612	TeXplus Viewer
1613	Daewoo Information Systems Co., WebView Plugin
1615	SYSTEX npcap
1616	IBM Advanced Function Presentation (AFP) Viewer Plugin - Rel 2000
1618	NP-PPC-Dir-Shockwave
1619	MarkView Web Suite
1622	The Netcast Network Plugin
1624	Mobius Print Plug-in
1628	EonX Plug-In
1629	CyberSleuth
1630	The Learning Company, Inc. Color Matching Plug-in
1633	TWEB Plug-In
1634	Secure Link
1637	Web Transporter
1640	IGESView Web plug-in
1641	Hypercosm, Inc.'s  Hypercosm3D
1642	TeeChart-Pro Netscape Plugin
1643	Namo HWP Viewer v3.11
1644	PixSafe
1645	Desktop Manager
1646	TMSSequoia ViewDirector Prizm Plug-in, Version 2.21
1647	FOBS Systems LTD. ActiveX-controls Plugin for Internet Browsers.
1648	CoolFusion 1.5b final beta plugin for Netscape
1649	Data file viewer plug-in
1650	SYSTEX npmas
1651	Net Toob Stream 1.54
1652	VirtualFriend Plugin
1654	Engineering Data Plugin
1655	Fly Plugin
1657	Infotizer Plugin
1659	NN Plugin for SCP Interactive Simulations
1661	Pangaea Cad Solutions Design File Viewer 4.9.9zzzu Dec 21/1998 www.pcscad.com
1662	Animated Widgets
1663	FastLook Plugin
1664	ExpressVR v1.0b0 Fat
1667	PowerClient
1668	Visual CADD Plug-In
1669	ISYS HindSite Plugin
1670	NBD_Viewer v.0.2.3.0
1671	Cabletron Systems Web Download
1673	Pangaea Cad Solutions Design File Viewer 4.9.9zzzz Jan 11/1999 www.pcscad.com
1674	EzMath Plugin
1675	@Home Network Client User Profile Plug-in
1676	Street Technologies Plug-in for Netscape
1677	WIRL VR Browser
1679	DigitalPaper MiniViewer Plug-In
1680	NP-MacPPC-AW-Shockwave
1681	NP-MacPPC-FH-Shockwave
1682	Imaging for Internet
1683	BeatnikPPC
1684	AT&T Labs DjVu
1685	ZipSurfer
1688	RealPlayer(tm) LiveConnect-Enabled Plug-In (32-bit) Version 6.0
1690	Soundplay
1692	PulsePlayer
1693	StreamingMediaPlugin Beta 3a v.1113
1694	Bookmark Plugin
1695	Shockwave Flash 2.0 r11
1696	Yahoo! Companion
1698	TMSSequoia ViewDirector Prizm Plug-in, Version 2.21 LV
1701	MidiPluginPPC 1.5a1
1702	VivoActive Player
1705	RIPscrip-3 Viewer
1707	Crescendo! Plus 1.0b2
1710	NCompass ActiveX Plugin Pro Beta 2
1711	Narrative Enliven Plugin
1713	LaunchPro
1715	MovieStar Plug-in
1716	Lightning Strike 2.5
1718	SuperCard WEB PPC
1719	ELC Image Viewer
1721	Superscape 3-D Viewer Plugin for Netscape Navigator
1722	Beatnik Pro Player V2.0.0
1723	HolonEnterprise Plug-In
1724	Internet Psychology Lab Plug-in
1725	LiveCall Netscape Plugin
1726	BlackSun CyberGate
1728	Philips Visual Letters
1730	cSafe Ltd Plugin
1731	RealPlayer(tm) LiveConnect-Enabled Plug-In (32-bit) RealPlayer Beta 1 Rev 1
1732	OMWF MPEG Player Plugin
1733	DynaLab DynaDoc Plug-ins 16-bit
1734	Computec Media Services GMBH Games Lobby
1735	ImagN' for Windows v3.20.021 32-Bit Netscape Plug-in
1736	Planner Synchronization v.2.2
1739	NPDComp Plug-in
1741	Talker Plugin
1742	Minolta TIFF Plug-in
1743	Cult3D plugin v1.1.1
1746	PF.Magic's Petz Player Plug-in
1747	Vivo Plugin32
1748	The Learning Company Web Interior Decorating Plug-In
1749	RealAudio(tm) LiveConnect-Enabled Plug-In (32-bit) beta 2
1750	MIDPLUG for XG ver1.00
1752	HPGL Viewer Plug-in
1753	BULauncher (Kiosk)
1754	BULauncher (Standalone)
1755	S3 WorldView 2.0 with RIO, for Netscape Navigator
1756	Total Entertainment Networks Plugin.
1760	Forsky Stock Query Plugin
1761	Forsky Stock Trend Plugin
1762	Forsky Stock History Plugin
1763	Forsky Stock Driver Mkinfo Plugin
1764	FlashPix
1765	LightningStrike68K 1.0
1767	Commerzbank Electronic-Banking Activation-Key-CD
1768	Zeon PDF plugin for netscape
1769	JADE
1770	Emsquare Research, Inc. e-try download plugin
1772	Altia Design Plugin
1773	Chemscape Chime Pro 2.0
1780	Roadster PPC Beta 2
1781	Interlinear Nptrif
1782	LURAWAVE Plug-In
1783	MIDPLUG for XG ver1.10
1784	Siva PlugIn ver. 2.4.3
1785	ets Plugin
1786	The Digital Sound & Music Interface for OS/2 Plug-in (c) Julien Pierre
1787	LEP Philips MPEG4 Player
1788	MIDIPlugin 1.1b
1790	Netopia Plug-in.npi
1791	GenTech Gen-Trix Plugin
1793	Windows Chat plug-in
1797	IsoView Plug-in
1798	CharFlipper68K
1800	ViewPict68K
1802	Generic Logic Real-Time Dynamic Graphics Plug-in, v. 2.3
1804	Community Place Browser (Plug-in)
1805	Headspace Beatnik Plugin V1.1.1
1806	TMSSequoia ViewDirector Prizm Plug-in, Version 2.2+
1807	Play3D Netscape plugin
1808	DemoShield Install Plugin
1809	RX Xnest Plug-in
1812	ING ITR. chipper
1814	Chemscape Chime V2.0 beta 1
1816	LiveUpdate Crescendo version 4.0B8
1817	Plugin cartographie 11micro
1818	Linkgram LinkPilot Windows Plugin
1819	MVB-Chipcard Plugin
1820	Antares PrestoCD : CDROM-Katalog DataBase-Engine Version 3.0
1821	Rapid Plug-in v2.18
1822	TMSSequoia ViewDirector Prizm Plug-in, Version 2.11
1824	Strike City plugin
1825	Netscape Media Player, Audio Streaming Plugin,  Beta 3, v.1.0.1025
1826	Netscape Media Player Beta 3 v.1028
1829	Quick Access
1832	RightFAX, Inc. Fax Viewer Plug-In
1833	RealPlayer(tm) LiveConnect-Enabled Plug-In (32-bit) Release 4.0 RC 4
1835	ACUCOBOL-GT Runtime
1836	Asgard Software Inc. NPOATE32
1838	Modern Age Books BookActive
1839	Multi Analytical 4.0
1840	StreamingMediaPlugin Beta 1b (2) v.021397
1841	EnvoyPM.plug
1842	R2 ExpressVR v1.0b0 68K
1843	RealAudio PlugIn 2.0
1844	WinDDS Activator Plugin
1845	Opal Plug-In v2.1.496
1846	Omniview PhotoBubbles v 3.71 b2
1848	Cleware Digital Tarifold User Identification
1849	LAVA Video On Demand player
1851	Chemscape Chime Pro V1.02
1852	LightningDraw GX Plug-in
1854	Oracle JInitiator 1.1.7.4.1 for Netscape Navigator
1856	ActivePlug Module
1857	GS Prime Brokerage Plugin
1859	Enron Energy Services EnronPDFPlugin
1861	VOX-BASE DICOM Plug-in
1863	WebClip Plug-in
1864	UltranetClient ActiveX Control Module
1868	OmniForm Plug
1869	OmniForm Plug-in
1870	NBDirect_Viewer v.1.0.1.0
1871	DataBeam Corporation AppView+
1874	Netscape Media Player, Audio Streaming Plugin, Beta 4a, v.1.0.1202
1877	Veon HyperVideo Player Netscape Plugin
1878	[PostX] PostX Envelope Plug-in
1881	Flash Plugin Version 0.1.1
1884	SkillVantage Manager
1885	VideoClick
1886	FormExpert for Java
1887	Arthur Andersen Virtual Learning Network Plugin
1890	Unified Messaging Plugin
1891	IPIX PlugIn 68K V5.304
1892	Giant Steps NPWAC
1894	mPOWER Plugin
1895	ExpressVR R5 603
1896	SmartDownload Version 1.3
1897	Headspace Beatnik Plugin V1.0
1898	Veon runtime plugin
1899	GOSCRIPT(r) GSPlug-in Professional Sample Demo Version 1.46
1900	OfficeForms Web Plugin
1901	SuperCard WEB PPC.1
1902	CGI inc. ATM_ADR
1903	Okiok Data SFiler
1904	GemSafe
1905	msNetPlayer 1.5
1906	WebTreeFX
1907	SIEMENS TranSON
1908	Microsoft ActiMate
1910	eCHARGE Secure Online Purchase Plugin v1.4.1
1911	Papyrus Technology Inc. GEMS Client
1917	M3W(TM) Server Manager
1918	Winnifred Jiau Inc. WorldPlay
1922	Comm-PASS File Upload by WT Chen & Company, Inc.
1924	CoolFusion 1.4b beta2 plugin for Netscape
1925	MediaForge Mirage Netscape Plugin
1926	CNRI Handle System Resolver
1928	VoteHere.net Plugin for Netscape Browser
1929	IPIX
1930	Live Audio
1932	Intel Create & Share(TM) Software
1933	Impresse File Upload Plugin
1934	Lipstream client
1935	Interactive Pictures Corp. IPIX Plugin v5.331
1937	TMSSequoia ViewDirector Imaging Plug-in Version 2.02 for Netscape Navigator
1938	NetZIP Plugin
1939	Unitel Internet Service
1940	SmoothMove Panorama Plugin -- v3.1b
1941	Java Plug-in 1.1.1 for Netscape Navigator
1942	Jasmine Studio
1944	Navigator ACR-NEMA Plugin
1946	The Learning Company Color Matching Plug-in
1947	WxScope Plugin
1948	MIDPLUG for XG
1949	LiveUpdate Crescendo
1950	Liberty Software CrossPix Puzzles
1952	ReportView Plug-in
1953	SmoothMove Panorama Plugin for Netscape 3.0 and Internet Explorer 3.0
1954	MIDPLUG Plugin
1958	Cipher Download Confirm Plugin
1959	Crescendo PLUS 2.0
1961	Netscape Plugin for VocalTec Surf&Call
1962	MacZilla plug-in 4.0
1963	SDI NetView CGM / CGM+ Browser PlugIn
1964	Java Plug-in 1.1.2 for Netscape Navigator
1966	Y! Creations, Real Audio Recorder Plugin
1967	eCHARGE Secure Online Purchase Plugin v1.1.5
1968	7th Level, Inc. Media Controller 7 Version 2.0.1.4
1969	Beatnik PRO Plugin V2.0.0
1973	Excite Voice Chat
1975	3M Installation Helper
1976	Sharp corporation EVA plugin
1977	BNSoft OCX Container Netscape Plugin
1978	MISI NPMinView Plug-In
1981	Chemscape Chime V1.02
1982	Cosmo Player 1.0, Beta 2a
1983	J&U.P. Co. Ltd. Celp Plug-In
1988	CompuServe Forum File Upload Plug-in
1990	Cubus ReviewIt Plug-in
1991	MedWeb Wavelet Plugin
1993	WinNet PlugIn Manager
1997	Beatnik Plugin V2.0.0.4b
1999	Music Alive
2000	MagicVoice 1.01 (1997.8.19)
2001	RealAudio(tm) LiveConnect-Enabled Plug-In (32-bit) Beta 1
2002	Common Sense LTD. VideoMail Plugin for Netscape Navigator and one hundred percent compatibles.
2004	Opal Plug-In v2.12 Build 617
2005	XSwallow Ver 1 (dac)
2008	PluginTemplate68K
2009	MidiPluginPPC 1.7a
2011	CharFlipper Example Plug-in
2012	VRML Equinox PlugIn
2015	MIDIPlugin 1.1.1b
2016	MIDPLUG v1.0b2J
2017	Beatnik PRO Player V2.0.1
2018	CMPlugin
2020	ClickPhone20
2021	Natural Identity Inc ClickPhone
2023	DIVISION VPF Plugin
2024	MCIWnd Plug-in
2025	Synertel/I Minitel Plugin
2026	NIDS Viewer
2028	RealPlayer(tm) Plug-In (16-bit) 5.0 beta 1 RC 4
2030	FormLock Plugin - General Network Services
2035	Crescendo
2036	LightningStrikePPC 1.6
2037	MovieStar
2038	Shockwave Authorware
2039	Shockwave Director
2040	Shockwave FreeHand
2041	Sizzler
2042	Talker 2.0
2044	DVWebFly
2045	Omniview PhotoBubbles ver 3.70
2047	Cheyenne AntiVirus Plugin
2048	SYSTEX npgcsc
2050	Beatnik Player V2.0.0.6b
2052	Westbrook Technologies, Inc.
2053	SPIDRWeb Release 3.0 DDE Interface
2055	MT-WICE 2.0
2056	QuickPlace-Sync Installer
2058	DSM Plug-in
2061	MusicGeniePlugin
2062	LiveAudio 1.0.4
2063	Pangaea Cad Solutions Design File Viewer 4.9.9n Jun 1/1998 www.pcscad.com
2064	Timbuktu Plugin1.0.1b2
2066	SYSTEX npasia
2068	LivePGP Sign & Encrypt Plug-in
2069	MwPlug v 1.6.1
2070	QuickFinder Search Engine Plugin
2072	OS/2 Multimedia PlugIns
2074	MIDPLUG v1.0b2E
2078	RealPlayer(tm) LiveConnect-Enabled Plug-In (32-bit) Version 5.0a - Audible version
2079	Netscape Assistant Browser Plug-in
2080	Brio Enterprise Web Client
2082	Web.RTPatch
2083	HotMind Software Plugin
2084	Tcl/Tk plugin
2085	Netscape Media Player, Audio Streaming Plugin,  v.1.1.1503
2087	Parable ThingViewer
2088	SundayCreator
2089	Net_Anim  Plugin
2092	Shockwave Flash 2.0 f4
2093	Omniview Photobubble v 3.71 b3
2094	Banyan Intranet Protect Netscape Navigator Plugin
2097	R2 ExpressVR v1.0b0 FPU
2098	NCompass ActiveX Plugin Standard Beta 6
2099	TANGO Interactive
2100	ISS Stream Manager PlugIn
2102	ProjectX
2103	ExpressVR R5 601
2104	Prodigy Internet
2105	NTU CMLAB G. PhotoVR
2106	PhotoVR Object Viewer
2107	eCHARGE Secure Online Purchase Plugin v1.1.4
2108	WebAnimator Plug-in PPC
2111	MeVis gGmbH ICompressPlugin for Netscape
2113	MacTemplate Plugin
2114	R2 ExpressVR v1.0b0/beta
2117	Netscape Media Player, Audio Streaming Plugin, Beta 4, v.1.0.1121
2118	Dimension 3D-Systems GmbH - Spx Plugin 1.0.0.7
2119	Creative NetSynth by Seer Systems, Inc.
2120	oki2wav convertor
2122	AccelGraphics Flying Carpet
2126	CS ChemDraw Pro Plugin 5.0
2127	ICAST Netscape Plugin
2128	Cyberprise Host Express
2129	FutureWave Player
2130	Asymetrix SuperCede
2131	Crescendo! 1.0b1
2134	WhurlPlug 1.0d2
2135	araken QTView
2138	ToolVox Player 2.6
2141	Matrix Mentor Plug-in
2142	MegaChips Corporation RVC Plugin
2143	Envision Desktop Plugin
2149	Audible Words Plugin
2150	Audible Schedule Plugin
2152	MIDIPluginPPC 1.3.2b
2153	AVLauncher Netscape Plug-in
2154	ING ITR dashboard plugin
2155	CyberChipper
2158	Chemscape Chime Pro V1.01
2160	Snowbound Plugin
2161	Navigator Blaze Plugin
2162	AudioGraph Player, 1.0b7
2163	DataStar WebCharts
2164	ConferenceNet Audio
2165	MatchWare Download Manager
2166	Zeus VRML Plug-in Alpha
2168	Quicken for Windows
2171	Computec VerlagRS2 Plugin
2172	Scohelp Window Id Plugin
2174	PowerClient SCL Web Plugin
2175	Tango Plug-in
2176	CBT Systems cbtNetPlayer Plugin
2178	BrightStreet.com Coupon
2180	LABTECH Trend Plug-in
2181	LABTECH Digital Meter Plug-in
2183	ListenUp 1.5
2186	ViewDirector Imaging Plugin
2187	RubberScape
2189	matlabscope001
2191	Thinkstream Products
2192	Trudef Image Demo Plugin--V3.0
2194	MIDIPlugin 1.2b
2195	Wavelet Image Plugin for Netscape Navigator
2196	DataViews Plug-in
2200	TMSSequoia ViewDirector Imaging Plug-in Version 2.04 (World Bank) for Netscape Navigator
2201	ESTEC PMIS File Upload Browser
2203	NPWCOM Plug-In
2207	WebFORCE Mediabase 3.0
2209	Cult3D v1.1
2210	Report Designer Viewer
2212	Voxware Internet Player
2213	Photoware
2216	Rapport Database
2217	DynEd Plugin. DynPlug
2218	Flextech Ratings Browser (32-bit)
2223	MPlug
2224	7th Level, Inc. Player
2225	Dansk Industri : DataWarehouse PlugIN
2227	TMSSequoia's (http://www.tmsinc.com) ViewDirector Prizm Plug-In for Netscape Navigator
