customer_na_attributes_sk,site_sk,site,customer_no,customer_sk,na_national_operator_cd,na_national_operator_name,rtm_national_acct_vp,rtm_national_acct_director,rtm_national_channel_code,rtm_national_channel_desc,na_national_operator_acct_graduation_ind,rtm_national_chain_code,rtm_national_chain_desc,rtm_national_sub_channel_desc,rtm_national_sub_channel_code,na_national_operator_banner_srv_lvl_cd,na_national_operator_banner_srv_lvl_desc,na_national_operator_concept_banner_cd,na_national_operator_concept_banner_name,univ_customer_no,na_retailer_store_id,na_retailer_store_desc,na_national_operator_customer_industry_cd,na_national_operator_customer_industry_desc,na_national_operator_customer_line_of_business_cd,na_national_operator_customer_line_of_business_desc,na_national_operator_unit_program_autonomy_cd,na_national_operator_unit_program_autonomy_desc,na_national_operator_proprietor_franchise_ownership,na_national_customer_in_compliance_ind,load_dt,modified_dt,modified_user,src_desc,source_system,is_deleted,check_sum,retailer_store_id,retailer_store_banner,retailer_store_assortment_group_desc,retailer_store_group_desc,retailer_store_beer_group_desc,retailer_store_spirit_group_desc,retailer_store_wine_group_desc
139925988,100145,0QHPIKNV40GWKUK,6AE2E,Z14CFY,1332,DESC_45,Q7OMSV,7WBAJERJCVLG,KQYG3G4S6BZG2NI,DESC_45,N,HQJUUB36LEU,DESC_45,DESC_45,4ZDMM0YWDPGKW79,RXHUH0RD,DESC_45,1GW9H85N77MRFHL,DESC_45,0OXH9S,RCG2GN48,DESC_45,Y,Y,G65V,DESC_45,R9HJ,DESC_45,L8K8,N,2024-08-09 10:43:48.000000,2025-07-15 21:11:08.000000,UFM,DESC_45,CBFOXJ,PZ3K3PHH8,WPRML09JAX42TOO,1U5XR5W9RIM,I3EQR4KSFI2UM,DESC_45,DESC_45,DESC_45,DESC_45,DESC_45
963077452,100146,WWFBLWSZ7,K0UJZABHUB8PS,FBO69ZS5BMJBLS,APBP,DESC_46,2137M,ZDNWX8IJ7O8RDH1,0UHCC2SGHO,DESC_46,N,LKXR3BKT6B,DESC_46,DESC_46,L9WJ0J6B8BNOM,ML2WZDZIE,DESC_46,PNBZXUUONG063H,DESC_46,POLH,30QYO494A17G0,DESC_46,N,N,ZPRZY2,DESC_46,QLBF17,DESC_46,NNKXB,N,2025-01-22 14:35:41.000000,2025-06-02 07:01:28.000000,OYG6TRHIM,DESC_46,QNNKL0U2X1KJZ5G,PSO54LE8XX4,L1O1BS,BA55MO7URUE,LR52E,DESC_46,DESC_46,DESC_46,DESC_46,DESC_46
587787191,100147,G1YPLKYJQ,IXFISY2ZQGANP,UFFD0BLNBK,XSMXCXX,DESC_47,2T05PPTGGR7,2JFN4L0TF6HWU,J7Z,DESC_47,Y,X88CD5XEIICGXO,DESC_47,DESC_47,PYCFIHSXMPJ,KXBDM55OW1,DESC_47,N7HB,DESC_47,0KVL87UKHKV7,NMRE,DESC_47,Y,Y,FG85BTQEG5,DESC_47,EK5Q,DESC_47,LZGE88,Y,2024-04-17 16:59:24.000000,2025-02-26 11:56:20.000000,UI8ID7,DESC_47,DEQ02N,9EA,DD5FFUQHEBCKO,SR9,4CVE3,DESC_47,DESC_47,DESC_47,DESC_47,DESC_47
615872705,100148,I54UQE1NDYV,5BF8,XVQJGTE,MZ0UGJX7GVVYZ8,DESC_48,UQI,PX9L,DXG6U,DESC_48,Y,X539265,DESC_48,DESC_48,IRDYKGRR2CN6,N1JEXMOSUCVFOE,DESC_48,Y9FZWEKRO,DESC_48,TBKA6,8MEAV1BP4ESWIO,DESC_48,N,N,572U03EDK7,DESC_48,RGHPLH9L28,DESC_48,56H70ODR3P5R,Y,2025-05-22 17:26:21.000000,2025-04-26 16:07:30.000000,266,DESC_48,MRXM9ZU5CWO7HXD,CRZ51P8BDH,6POB,D6Z5SL3,LPCI,DESC_48,DESC_48,DESC_48,DESC_48,DESC_48
372395397,100149,27BDP,Q50OC7J93,SNXO7NSDMYTLL,EU3RWI7,DESC_49,ENSAB00,KMOEMCGF,67CBRFYEY,DESC_49,Y,IB6D,DESC_49,DESC_49,9BCC,9WJV8ZXS,DESC_49,78O6XH8CRHH,DESC_49,PMARX4I9K,HJXV737RP6V,DESC_49,Y,Y,FESZ,DESC_49,E6PYD,DESC_49,0887O,Y,2025-11-25 18:10:06.000000,2025-09-14 06:01:03.000000,S2ZBVNZ7X,DESC_49,V0L665,TEWGQIM,ZTU6S6,B4P8,AOR4EPDSYRB,DESC_49,DESC_49,DESC_49,DESC_49,DESC_49
650035648,100150,2PDNX33JJVE,6HOER8PQK9PR,RSRVWNZ3PGAV,JLBSB6SSH4IU,DESC_50,H777VARI,DBQY,9VLVY479IHC36W,DESC_50,N,O8D35V10L1,DESC_50,DESC_50,V2IALGRQBQPB,5AF7E8GJ837V71,DESC_50,RO3VP70,DESC_50,D1ZFHEP6QWGV06,S3PXPCSQ1IUCI,DESC_50,Y,Y,CMB9DOKPYRTZV2J,DESC_50,ZKWVXKEHDVWBJTK,DESC_50,EQ99E8AGX81L,N,2025-06-30 15:46:32.000000,2025-09-14 05:41:55.000000,LOQ,DESC_50,TJRVJMQGPDV,KIB,USXF8,Q8JFM,TV61DCQ8,DESC_50,DESC_50,DESC_50,DESC_50,DESC_50
508633305,100151,B4IUJVR5,5M49Z82,EP2EUO02Y3W,85UBW0PV2,DESC_51,FJ1UV9SBFBUDOA,WR04U,U11ANZH,DESC_51,N,VE64U3ZS,DESC_51,DESC_51,ECW44MZ0918R4W0,C7MB3UIARZDK,DESC_51,PHFMHIIWR,DESC_51,7481D5GCQ,LPU0B,DESC_51,N,Y,XL93,DESC_51,1A9J5LWGAEPVRHN,DESC_51,MZRGEOUBM0PM,N,2025-08-08 04:10:55.000000,2024-12-15 16:58:39.000000,6F7IF,DESC_51,AV617MZF21FI32M,JSQ,N1QI,HRCCYEY,LPF9B,DESC_51,DESC_51,DESC_51,DESC_51,DESC_51
410188037,100152,S3RTSFMJ432NUFP,PWAU18Z5U5C,BE3Q2OF2SY61,RMU5PNH,DESC_52,063W,MF12ONUPVAJH28T,UGP9PMWSBCA5RE,DESC_52,N,IS03U6,DESC_52,DESC_52,Q6JUI6X,1DAYE,DESC_52,XC3YNI2TZNDP5,DESC_52,73QAYSR,01UNU6R,DESC_52,Y,Y,8SOI6HA9F49,DESC_52,B26M4QMW9PA,DESC_52,ORGNV,N,2025-12-27 03:49:11.000000,2025-04-08 14:08:30.000000,5D4UA0UM0POC15,DESC_52,63MBQILWI83SQ10,TT7O07UW47T9G4G,RA1QG,J0PRJZSL,J14IUOU0IZKSG,DESC_52,DESC_52,DESC_52,DESC_52,DESC_52
125834147,100153,MCEK19,Y33OOPKWADQ6FK,QC8J7B25QP,1FTN,DESC_53,DVP,E6A58ERU8E9,G2B17,DESC_53,Y,9B78C1A53,DESC_53,DESC_53,LFLKICBSZTOCKX,QOTHN,DESC_53,1V4P,DESC_53,L7C7TNTD47,QZ211VBI,DESC_53,N,Y,PPD5,DESC_53,P8VGZG4G,DESC_53,94PCTQUGCMESX,N,2025-01-09 11:56:26.000000,2025-09-11 18:31:36.000000,5PQXT0NLLHA8,DESC_53,16PVX6SSZH3,55K,ZWPDCFMFP35F2X,MDUH6QWELHG,S8O2QBMGTWXWLF,DESC_53,DESC_53,DESC_53,DESC_53,DESC_53
272067604,100154,KYNFM2V10OM876P,A0ST2WIOG6U2E,03YC1ZX1EZ14ALB,FDY5V8PZS45SO8Z,DESC_54,0Y2JG4,09UTDIAQYM62,KJD45,DESC_54,N,14V9CD,DESC_54,DESC_54,101F1NZCA,A6G62V4W,DESC_54,SBH12LFMNCM,DESC_54,FSNUBTSC,04QLRZ0F,DESC_54,Y,N,GGLGA,DESC_54,JN1BWHHSCE,DESC_54,4ABDPU9XM,N,2024-04-23 02:16:01.000000,2025-02-20 11:28:34.000000,9ONVMVM,DESC_54,77TBDCR1EEW,A6E0REQXS,YPM7YMRVYWF9FG,71FH1UL8MZ,YA3I0ZY050PIS23,DESC_54,DESC_54,DESC_54,DESC_54,DESC_54
393565412,100155,WPEZYSDXMZO4W3G,LRNMNQR,V533,8JLAHXU3ST,DESC_55,FUOS1H29IO5MN,BMD,CRMBOGB4BBD,DESC_55,Y,B72LL9SE92A,DESC_55,DESC_55,S4P0O2M6,63PAVXT,DESC_55,VL18LBINVK8OQQ,DESC_55,5RTXSWJT0QHK,L972WAIF16,DESC_55,N,N,B5A0,DESC_55,M4YOC6MXKO22,DESC_55,V6NATYCY3J,N,2024-11-17 03:50:28.000000,2025-12-22 10:37:27.000000,Q2MSTLIL6GEO,DESC_55,MGCDEO,5EHZ,SNXO,G2YW9,A88J,DESC_55,DESC_55,DESC_55,DESC_55,DESC_55
300935496,100156,VOSNBSWOVVC,L4O6I2SMG,GRV6PXEQC,JRAGD19OCWE,DESC_56,S55NC23NQ05,K6Q5J,EIRT9X9,DESC_56,N,8EJDI8,DESC_56,DESC_56,93STYTLPLH39DT,709R6MSOPHT,DESC_56,VYZ8CF,DESC_56,9RP,7V1S,DESC_56,N,Y,4SKX8Z4JRY7,DESC_56,XY1V1BFN19CSF,DESC_56,15X8P5Z0SAO,Y,2025-10-26 08:03:33.000000,2024-07-14 15:04:07.000000,GQRD5K8EIF7EAF,DESC_56,5GYHONKA65,3ERJ0IP0NRXAL,LJIO,LNR,RVVIJCN2R32W,DESC_56,DESC_56,DESC_56,DESC_56,DESC_56
969156070,100157,86TTL,G6OJ,ECWWMKE9BG,JLT6FWG69NKD0,DESC_57,KHJPWR5,DEUWTQ,AL4B9SR82HP,DESC_57,Y,D2K0BH5Z7W,DESC_57,DESC_57,BABEDNHWGP,9F5SH,DESC_57,V282D5A,DESC_57,I27FSN0W6CU60V,TJKLGB2H2,DESC_57,Y,Y,KE3UZ4,DESC_57,BRW5N7LQA2OF,DESC_57,ZC98FIF4FD,N,2025-11-23 17:53:18.000000,2024-06-30 02:51:12.000000,4MHEB0,DESC_57,H9XE4GTYR0GXZZ,SJME,2B2ZU,EKXSJ4UHDORP,5JV2UI5D,DESC_57,DESC_57,DESC_57,DESC_57,DESC_57
693001016,100158,YZS,501OIMP9O16XF,37GKBY1MYBWQ,6OVDMHMGFB,DESC_58,6YAULJSVB5Q,98HW8YYEDOZRE,YUX14TAXEIT3,DESC_58,Y,PEI,DESC_58,DESC_58,F2LWNS,WM0JXSMGP60GRA,DESC_58,TPAVQ2108P,DESC_58,EBB9T7Q8IDXR,MKWO,DESC_58,N,Y,1AVHB5AE8ZPPJ65,DESC_58,DMAF0AES1Y5M5,DESC_58,E5HXM58M,N,2024-07-06 15:37:40.000000,2024-04-24 05:56:47.000000,JMA8,DESC_58,4ZVMLAJCS,D501DDI56WDYE38,YB9W,N67S1XBZNDVC1,UBBYHGUG8,DESC_58,DESC_58,DESC_58,DESC_58,DESC_58
674400234,100159,KMSB9MZYHK7XB,VCZCTZX54,UTTT5BZRIKQH2D,ISI6YVB3,DESC_59,CY62F7VFZ,NKX21VA3J5KICLY,MZETJ6Z859O6C,DESC_59,N,0K4N4GPNOOFYQ,DESC_59,DESC_59,VKO,LRE,DESC_59,VVRCED9807MSY0H,DESC_59,D03FOQ7DK4JCJ,EOQSFZH,DESC_59,Y,N,HCXGLXBE,DESC_59,JYZPGELZCO9DI,DESC_59,WY7ROYZFU0PWJ6,Y,2025-10-23 21:54:08.000000,2024-01-25 13:42:32.000000,8HMMQR8UCMRR,DESC_59,YIAIZE3BBKSRT83,KJ0I09E0DU,DTHN184,X3K22BEH0ONW,E0E8TTNNW2OLW,DESC_59,DESC_59,DESC_59,DESC_59,DESC_59
905406436,100160,ILU09JTWR21,IQ6,MKXZ2KW,V6BY3QNRD5NXPMJ,DESC_60,WR7QJ0Z7,YXMOT1WONOHW,HX6H7,DESC_60,Y,IP1VP2Y,DESC_60,DESC_60,4WZNPRP0G965,59R9DS3IH,DESC_60,TN1FSOLIC7I6U9,DESC_60,7SMOB8LSCQFZGC9,ZWDOGHDB1NJS,DESC_60,N,N,Z22QZHE7K6C,DESC_60,EEYIOCVW2DFJ6G,DESC_60,QQB7825TVX,Y,2024-10-23 05:55:26.000000,2024-08-03 01:32:35.000000,JTXZ1GE7GHF,DESC_60,MOIBR3O6,B581EGE998GMW8Z,86SX0DSGG,R3DUWLI71DQ3,U52K7EDV4QHTYS,DESC_60,DESC_60,DESC_60,DESC_60,DESC_60
237297069,100161,HH8UDQH,D399B4DB11,78WJ85NPADWB,PQPGTYO26OU,DESC_61,K26VD5,2V7,QB7OPYHH,DESC_61,N,TKP0B5WS,DESC_61,DESC_61,UHEXX46,HH27DEO58D7FL,DESC_61,RGC1NCE,DESC_61,KHG1IQZ7HR6Y,OBWR6OX4N,DESC_61,N,N,H007XGY9JO,DESC_61,TPFB,DESC_61,4ETAVT1MG,Y,2025-01-15 04:08:19.000000,2025-05-23 18:56:38.000000,KHROF7VOA40G1QU,DESC_61,3LORO,9LMAJDPZ0PNQ,R5S,IILDY4LU9,H3HJS44TUH8I2F,DESC_61,DESC_61,DESC_61,DESC_61,DESC_61
320772555,100162,2771E,ZZG5D7J,SBV7UY81,XA9DA92M1PB,DESC_62,YYFTRXPW,DHBSTS29QHMC,LDD30X8LIQ26,DESC_62,Y,REVROP27,DESC_62,DESC_62,76SIVWM6UE1KWJ9,EVMQ5BY,DESC_62,6GQYVI,DESC_62,04XSMO7R,XFHX0V85WI,DESC_62,N,Y,AVPI7NVEN2H,DESC_62,Z9A0Q,DESC_62,L2SLM450XSP,Y,2024-03-16 02:19:06.000000,2024-08-04 09:15:55.000000,3UN5R,DESC_62,FSAR7AFM6XAB0,H7C3O6,1MOO,KIFDX,Q3Q0UZP31C,DESC_62,DESC_62,DESC_62,DESC_62,DESC_62
444936844,100163,2JRGSP8,KDE5L,E057P,YY1EW6,DESC_63,4VUE2HJSCBM4N,AANWJCVB6AYF,BELKVGY4I43P959,DESC_63,N,AI820ZJFA6W9MVJ,DESC_63,DESC_63,2C6,XF8JMX,DESC_63,BATVVXRBUE,DESC_63,KTO2MDMEPT4257,XW4VX740MAXK,DESC_63,N,Y,2G8OVI,DESC_63,8T9R8,DESC_63,ZVSR703WKQ,Y,2024-03-15 00:13:27.000000,2025-06-28 04:16:26.000000,2IAZZ6HB9I,DESC_63,5M805,HPGU499SF9A,9T7KCD8OZUY4M,611HTJROAD4314,5S4E85KD8EPBV,DESC_63,DESC_63,DESC_63,DESC_63,DESC_63
610234711,100164,ELRJYB,Q5Y,0V5REA9HEX6,WCRY1YKE,DESC_64,0H9K9WPXNI,SXTDTADCANGE4ZT,LV8BEXG2XH637D,DESC_64,N,VEIM7PYTGR,DESC_64,DESC_64,YD8ZFBOJ0IVG7,JZSS1,DESC_64,N9F3,DESC_64,5UVQTSMXHLZ,X3J7,DESC_64,Y,Y,YDAYJ90HMCE4,DESC_64,RROHHPKRTBEM,DESC_64,WZ1OO2CQX,N,2024-10-20 04:26:12.000000,2024-11-30 21:36:49.000000,I5AA5BXA8Q3AW,DESC_64,S2KYHPCC9NO4,EBYBSR9K8VG,8SWT333W13,4WX8LIA6U,XUN3EJH,DESC_64,DESC_64,DESC_64,DESC_64,DESC_64
411571582,100165,ERL1IN,ZIZEFWITSZZ9DG,ZWDQHA,1ZM2RBMWE2RQ4F,DESC_65,R1L7O6N79HZU7C4,03M2PPB301,W04RBG3I9XP,DESC_65,N,OTSS1DCN,DESC_65,DESC_65,AE5BZ0Q,C7D3,DESC_65,67IADAB1X,DESC_65,H3RNW7,WB94M,DESC_65,N,Y,3ZPE9VMM22,DESC_65,347ML1M7CA4,DESC_65,UM8M93N35RW,Y,2024-11-20 04:25:04.000000,2024-06-06 00:34:14.000000,X39XE9WV9HQW2Q,DESC_65,FCO4QK9J4Z16V,PMX3K,HNQUY9Z8M7FWR,2K7HKK0D,VX5VHSG,DESC_65,DESC_65,DESC_65,DESC_65,DESC_65
290858108,100166,3QKMLES,FYZ53XZB8UMU5J6,ZSW7PQ,WP4RWB4,DESC_66,EZVZNO3P4VDB7,7D2DDFRTR,HCOEWPIK1LOT,DESC_66,N,XIOMC8MWTYY4B0B,DESC_66,DESC_66,909WQI,25TLCSEAJCPNMV6,DESC_66,35AVI,DESC_66,UCZX0YIM1DYGE9,2PUP1N0I1P8,DESC_66,N,Y,BLNGB51KBRF,DESC_66,HXXUAB,DESC_66,GEA7DUJ49BEE,Y,2024-05-08 12:40:10.000000,2025-09-15 22:16:57.000000,5SFYH3PY0,DESC_66,96V4RI98L,A10GU,IMX67DE,S9EWUR0P,CP0CSLURX6,DESC_66,DESC_66,DESC_66,DESC_66,DESC_66
293326196,100167,3EH0D,P77VK5N61,1L428SMNQM0,MQ3A1V120OHI,DESC_67,N4C1ST1T,7ZV6IS2Z5YN8,8EMCHDZUTJ1ZV,DESC_67,Y,6B4E8O6P3Y262LI,DESC_67,DESC_67,4PD,HKDRWBOKR7MDRG3,DESC_67,LGE,DESC_67,6CUJV7KS,M65HOS4WNI9SP,DESC_67,Y,Y,VIM4COL,DESC_67,TBQZFNNNI998TK,DESC_67,PEGUADNW8ZU5Z,N,2024-04-23 04:07:32.000000,2024-09-30 06:41:03.000000,GLDQ83RBF,DESC_67,7E1U486Z,C2HZ3A,ZG4AOWX9,GWCOEIWTW54C,31TW46521JAKGU,DESC_67,DESC_67,DESC_67,DESC_67,DESC_67
417462340,100168,ENVBNXJ,PETV2FI8KT,PMJ2,ROAJBZ78D6DQ0B0,DESC_68,NVW,2SH6952PKOS,IM1E521NSCUOG1G,DESC_68,Y,2V9LWQM009UF4,DESC_68,DESC_68,DBA2FNG9W,HCNTMV,DESC_68,SS2YNUO,DESC_68,H0OQT16ATW6B6A,NF481I3WH1K3RDS,DESC_68,N,Y,7XSH4K44DS34YSU,DESC_68,UMPLSBQHQZR,DESC_68,3586B98VRSTL,Y,2025-04-17 07:30:05.000000,2025-10-04 22:19:33.000000,5O4876D,DESC_68,WXQL8C0V5605,ZHS8XSIAX,PPDFCJTDSZV5AB,A4PKUNUX68GTQVU,9LG,DESC_68,DESC_68,DESC_68,DESC_68,DESC_68
893600813,100169,SJL48V7X38,XM0,7PP8YWC7E,VDAQA,DESC_69,XPARANCUQD,NHV1T7BKEY8Y9,1A3AL4EHMKM1DUI,DESC_69,N,J9A4YJ8RSI92YG,DESC_69,DESC_69,HNU5G,FUSTZK89DJY2TXJ,DESC_69,QG1WOLSBF,DESC_69,ZGY46IH,5ZM,DESC_69,Y,Y,SE48,DESC_69,3JQ88,DESC_69,PN5S8I,N,2024-02-16 04:50:42.000000,2024-02-07 20:02:55.000000,KGC,DESC_69,MNCZX,KU7ZID,BA9Q1TCCC19MV,06Y9,9HNA9IZ4C0,DESC_69,DESC_69,DESC_69,DESC_69,DESC_69
995198974,100170,ONUKD6IECFTLR,364IREQH7,EJ45QQDLO1M,I7BBRN13,DESC_70,FA3RL5H,NF2ZR,F4E8,DESC_70,Y,QDKFGLK,DESC_70,DESC_70,0VH5E3VI6XI,E5KCWX03S7V7JG,DESC_70,VBA212A1LE96E,DESC_70,FFC2I,UIY5QXS2UM5O,DESC_70,Y,Y,ZLZVBD3,DESC_70,HX0KRU67GOP6Y,DESC_70,X8Q08IUITY,N,2024-08-20 21:04:01.000000,2025-04-16 08:04:59.000000,WKIILXM,DESC_70,VRIPMU,OK4,BEJDVJI8,XH6I6Z8UW3D,CDK0VAYW2J4,DESC_70,DESC_70,DESC_70,DESC_70,DESC_70
302467349,100171,8OO6BR9JKC4IKY2,7UVBGHF71884DSH,GNMU1HPHH1887,NEAQZA,DESC_71,XAPC1NV7,2AGCIMLX41OKMG,88DT6B,DESC_71,N,AIJCH,DESC_71,DESC_71,QCB9PKWA87HQ3M,UPF2D2HJND,DESC_71,MY5RR8MF8H,DESC_71,8MMLC33,5WWLB1E5X,DESC_71,Y,Y,GI2,DESC_71,CJZCMRSHFYUMD9,DESC_71,HOFU7R970DRFL9,N,2024-12-07 03:35:58.000000,2024-10-23 09:29:18.000000,MSS,DESC_71,021YZIV,8DN54UC,ERSOJZV8KDR,LGR2CBPG84,K8BYX,DESC_71,DESC_71,DESC_71,DESC_71,DESC_71
313111008,100172,Z8ADK8TPWPCW,4IBZOU3FVYJB9GI,YVZD7,DH85LRX4R8X3JC,DESC_72,C793Y19C,RXQ5JMKQL,XR9UUHLNR,DESC_72,N,GES18C93Q6OI,DESC_72,DESC_72,D4RIEALJSI11J,LOU8,DESC_72,RUAOM,DESC_72,F19JYYBF7L,3BI,DESC_72,Y,Y,EMJXFDNZ4,DESC_72,K3RKEKS8,DESC_72,OFLW8YZN2S1GYPY,N,2025-10-07 12:36:38.000000,2024-07-01 17:06:02.000000,YRQO53,DESC_72,940MTQ97KLXSA6,B3IZ2N351ZEWL,UOHCS,NZNMM6UCNXZSD5,D37AK4PUN4,DESC_72,DESC_72,DESC_72,DESC_72,DESC_72
381063063,100173,PB2LSXN,M9E1ZAPU5R93OS,4XK008,SVS66DUONHJCZK,DESC_73,GQWKB72DF9Q6I9,530K3Q7HW4,3NRL9VJE6X71547,DESC_73,Y,A4DVQTXS3,DESC_73,DESC_73,GSAE6I,Z87PR002ZKZN,DESC_73,6INVGSMJLZ4QFJ,DESC_73,Q2KKDHQK4Q,W65,DESC_73,N,N,POS2DD9KOFEYN,DESC_73,Q1SR,DESC_73,4IUCXZLH4,N,2025-11-14 17:27:57.000000,2025-05-30 23:49:27.000000,P6EGY,DESC_73,V6Y1LNMWG51SBR,5WDNVE,SNLTKNP,WKMH3S,SJ7C8,DESC_73,DESC_73,DESC_73,DESC_73,DESC_73
687195991,100174,DSLLHP6,4LCI20FM38DT,BMGUT51,7FPOFQ11QO6PB8,DESC_74,BS6MK3RT0R4J,BMC2W6UXKGLZOGD,WWSO9UJ,DESC_74,Y,M4BYNGILMCPF7,DESC_74,DESC_74,ULX3P2,3U1TYXQTSCXYIY,DESC_74,59I7QW2FDJ55Z3,DESC_74,2DBOG8UB,QUZFSH3OJGK,DESC_74,N,Y,XKG1G0TWPKDRQ4,DESC_74,MJP,DESC_74,3NAWZV,N,2024-02-27 03:15:46.000000,2025-02-20 04:25:42.000000,SF5BEI238,DESC_74,GG3,LIVR7U,WN9,8SCSP86I89,GQ0ZEKEWYUKWP,DESC_74,DESC_74,DESC_74,DESC_74,DESC_74
312666168,100175,F0R1Y6QW,SJG,HBSKSFDYCP47I9,0M5MBOJC,DESC_75,LVO9M0N9ID,MSOE2RBXBNZ1B,LBAY,DESC_75,N,IJ9S,DESC_75,DESC_75,3NRSVACQ,8BDA50KETDF01,DESC_75,WEOUQY,DESC_75,4KSVKEVYLZHA,YKPZXGC6Z3A2N,DESC_75,Y,Y,EDHUT,DESC_75,9C7DL1A6LLM5GA,DESC_75,E5CPFM6O6FVH6VG,N,2025-12-04 18:03:48.000000,2025-08-30 12:25:17.000000,LT46QGF,DESC_75,5MTWCTWIH9,YJLGCZBEV8GP,EEX850938ZZAB6,ZEJ5FBB,HGNI9JUCBBL27,DESC_75,DESC_75,DESC_75,DESC_75,DESC_75
735841959,100176,G3IY,ITTPK,NXATFM8,B2QXU68,DESC_76,4F9W,CW3QY8A,8VT66,DESC_76,Y,H45OY,DESC_76,DESC_76,4GQ8COR0TBOJ30S,8SHI3OFKN5,DESC_76,VC61OYC3L,DESC_76,KGY3N,YQS3AYMO8RM6CAM,DESC_76,Y,Y,QKJQTXX,DESC_76,X9X2,DESC_76,TYSFCD1PFZ,Y,2024-06-15 19:07:01.000000,2025-12-13 21:34:42.000000,0XXRGCRZ54KX4H8,DESC_76,9DEK6UY2KU,70Q7AUS18GISQXL,LWCZK01YU8COJ,0WVVRGZJE,CURLKF7G,DESC_76,DESC_76,DESC_76,DESC_76,DESC_76
500102847,100177,WCQC6,6HU9BXJ5G6ZIV,PDLG,B5TETVWJYV9M,DESC_77,MN3IDK7L,5D35,8OU6,DESC_77,N,R00DZBNRKXANUB6,DESC_77,DESC_77,C6S9M5Z03VW,BOA2LL8,DESC_77,BOVEG,DESC_77,83XAY4,RFECKDPKNZE,DESC_77,N,Y,AZEX75ZMS,DESC_77,Y66D521,DESC_77,FRZ0WEK28D6LP5T,N,2024-03-16 08:22:07.000000,2024-11-03 07:49:24.000000,VJPGWV7HAWX,DESC_77,YGSW,88DXUR,NHPYNVWPWNO,DUVSH,N8IEZ,DESC_77,DESC_77,DESC_77,DESC_77,DESC_77
749764487,100178,MTJMAH3WZASH3OV,VDJRTDQ6,L5L3,U73,DESC_78,W2MG1HA3BH7X270,OZZ0TV3H8Q,Y08CAY6,DESC_78,Y,LTR,DESC_78,DESC_78,N5ZJM6,8IZ9UOK51E,DESC_78,U7BG9K,DESC_78,D3XUYF2L4DLB,VF4ECMS1RL1VS,DESC_78,Y,Y,FRTUFF3WLJOQO,DESC_78,O4KTX,DESC_78,ZG1X3AD,N,2024-08-11 09:31:43.000000,2025-11-11 18:56:22.000000,8IZRND8CW,DESC_78,VY43,9DYZQFL7ZEDQW5,4WD050FYNRC,J5XHW26,L9HTKMJHJ,DESC_78,DESC_78,DESC_78,DESC_78,DESC_78
989733043,100179,00J5FO878YT,FAU5RKXCZWB,3ND6T44BTP6J0,7JUQT3WZZTC60XE,DESC_79,16UFO6,7ZXKJC,PS6NVS2G8Y68MD,DESC_79,N,L8GXIKI9XKS5F3,DESC_79,DESC_79,3HVUML8,DGUIDZVXL0,DESC_79,2WO3SESFUB,DESC_79,SOKU,84PZKQWUJ4K065,DESC_79,Y,Y,IZEBLSW1EPLP,DESC_79,BTGDPFA,DESC_79,97UR,N,2025-09-05 06:12:18.000000,2025-11-28 04:02:03.000000,ZLUHC2YM2YW4,DESC_79,WIJJ3HUY7,HUSJ1QXHQD,F7SMV7CHN4,6UDTDZ,3L9963H3O74Y,DESC_79,DESC_79,DESC_79,DESC_79,DESC_79
180975413,100180,CYJ3752LDJFZ,RZLKSBI9XK,52PT,N5FB,DESC_80,JSVTAMZ,ROYIEDZSI4J1U,O7HEOMXU,DESC_80,Y,PTBHBK8MZ,DESC_80,DESC_80,FXSCNQCEESH2E2J,902LYXENEF0XN,DESC_80,N810Y,DESC_80,K7CDCE62SZHY,TWA81I4MBCHO9E,DESC_80,Y,N,USVQE4,DESC_80,QRKJYESMVVP,DESC_80,V6D4OCVQWGRQE12,Y,2025-04-10 08:21:14.000000,2025-04-15 23:17:35.000000,T8BFDB551MZW8HT,DESC_80,8ZMWT5ZPP,GUU3ZOYQ,UOV,0NXQ2TOTZT,762SY,DESC_80,DESC_80,DESC_80,DESC_80,DESC_80
820009671,100181,FBBT12NJC8LHV0O,Q496NN34,TAVP4MVWFMXTZ,6QL,DESC_81,2C7A2MMYJZ,OF2YOBF2U7ZKIPE,AEWWB8496J,DESC_81,Y,QQJDNNMW9R,DESC_81,DESC_81,G6IX7AY,SRZFL19TYGHRVS,DESC_81,31QMX7HLISPNW,DESC_81,XX5TN0N8ZHWPTEZ,GV2NTAK75D,DESC_81,N,Y,0XHLKHCSFAQ,DESC_81,CWF12NFVHQ3T5XP,DESC_81,W5971,Y,2024-03-25 02:44:55.000000,2025-10-15 09:15:25.000000,3GA1I7L27PH,DESC_81,0AZZ09,ZAUGAMQCXD,OQ1C01S2LZ,WDBY1ZUZ,PXN41R85W,DESC_81,DESC_81,DESC_81,DESC_81,DESC_81
